,ele_1,ele_2,EMD,mend_1,mend_2,mend_diff
9293,Ho,Pu,0.14705882352941177,"(23.0, 'Ho')","(43.0, 'Pu')",20.0
9294,Pu,Ho,0.14705882352941177,"(43.0, 'Pu')","(23.0, 'Ho')",20.0
9295,Ho,Am,0.1568627450980392,"(23.0, 'Ho')","(42.0, 'Am')",19.0
9296,Am,Ho,0.1568627450980392,"(42.0, 'Am')","(23.0, 'Ho')",19.0
9297,Ho,Cm,0.16666666666666666,"(23.0, 'Ho')","(41.0, 'Cm')",18.0
9298,Cm,Ho,0.16666666666666666,"(41.0, 'Cm')","(23.0, 'Ho')",18.0
9299,Ho,Bk,0.17647058823529413,"(23.0, 'Ho')","(40.0, 'Bk')",17.0
9300,Bk,Ho,0.17647058823529413,"(40.0, 'Bk')","(23.0, 'Ho')",17.0
9301,Ho,Cf,0.18627450980392157,"(23.0, 'Ho')","(39.0, 'Cf')",16.0
9302,Cf,Ho,0.18627450980392157,"(39.0, 'Cf')","(23.0, 'Ho')",16.0
9303,Ho,Es,0.19607843137254902,"(23.0, 'Ho')","(38.0, 'Es')",15.0
9304,Es,Ho,0.19607843137254902,"(38.0, 'Es')","(23.0, 'Ho')",15.0
9305,Ho,Fm,0.20588235294117646,"(23.0, 'Ho')","(37.0, 'Fm')",14.0
9306,Fm,Ho,0.20588235294117646,"(37.0, 'Fm')","(23.0, 'Ho')",14.0
9307,Ho,Md,0.21568627450980393,"(23.0, 'Ho')","(36.0, 'Md')",13.0
9308,Md,Ho,0.21568627450980393,"(36.0, 'Md')","(23.0, 'Ho')",13.0
9309,Ho,No,0.22549019607843138,"(23.0, 'Ho')","(35.0, 'No')",12.0
9310,No,Ho,0.22549019607843138,"(35.0, 'No')","(23.0, 'Ho')",12.0
9311,Ho,Lr,0.23529411764705882,"(23.0, 'Ho')","(34.0, 'Lr')",11.0
9312,Lr,Ho,0.23529411764705882,"(34.0, 'Lr')","(23.0, 'Ho')",11.0
9313,Er,Er,0.0,"(22.0, 'Er')","(22.0, 'Er')",0.0
9314,Er,Tm,0.0196078431372549,"(22.0, 'Er')","(21.0, 'Tm')",1.0
9315,Tm,Er,0.0196078431372549,"(21.0, 'Tm')","(22.0, 'Er')",1.0
9316,Er,Yb,0.0392156862745098,"(22.0, 'Er')","(17.0, 'Yb')",5.0
9317,Yb,Er,0.0392156862745098,"(17.0, 'Yb')","(22.0, 'Er')",5.0
9318,Er,Lu,0.029411764705882353,"(22.0, 'Er')","(20.0, 'Lu')",2.0
9319,Lu,Er,0.029411764705882353,"(20.0, 'Lu')","(22.0, 'Er')",2.0
9320,Er,Hf,0.27450980392156865,"(22.0, 'Er')","(50.0, 'Hf')",28.0
9321,Hf,Er,0.27450980392156865,"(50.0, 'Hf')","(22.0, 'Er')",28.0
9322,Er,Ta,0.29411764705882354,"(22.0, 'Er')","(52.0, 'Ta')",30.0
9323,Ta,Er,0.29411764705882354,"(52.0, 'Ta')","(22.0, 'Er')",30.0
9324,Er,W,0.3431372549019608,"(22.0, 'Er')","(55.0, 'W')",33.0
9325,W,Er,0.3431372549019608,"(55.0, 'W')","(22.0, 'Er')",33.0
9326,Er,Re,0.35294117647058826,"(22.0, 'Er')","(58.0, 'Re')",36.0
9327,Re,Er,0.35294117647058826,"(58.0, 'Re')","(22.0, 'Er')",36.0
9328,Er,Os,0.37254901960784315,"(22.0, 'Er')","(63.0, 'Os')",41.0
9329,Os,Er,0.37254901960784315,"(63.0, 'Os')","(22.0, 'Er')",41.0
9330,Er,Ir,0.39215686274509803,"(22.0, 'Er')","(66.0, 'Ir')",44.0
9331,Ir,Er,0.39215686274509803,"(66.0, 'Ir')","(22.0, 'Er')",44.0
9332,Er,Pt,0.4117647058823529,"(22.0, 'Er')","(68.0, 'Pt')",46.0
9333,Pt,Er,0.4117647058823529,"(68.0, 'Pt')","(22.0, 'Er')",46.0
9334,Er,Au,0.43137254901960786,"(22.0, 'Er')","(70.0, 'Au')",48.0
9335,Au,Er,0.43137254901960786,"(70.0, 'Au')","(22.0, 'Er')",48.0
9336,Er,Hg,0.5294117647058824,"(22.0, 'Er')","(74.0, 'Hg')",52.0
9337,Hg,Er,0.5294117647058824,"(74.0, 'Hg')","(22.0, 'Er')",52.0
9338,Er,Tl,0.5784313725490197,"(22.0, 'Er')","(78.0, 'Tl')",56.0
9339,Tl,Er,0.5784313725490197,"(78.0, 'Tl')","(22.0, 'Er')",56.0
9340,Er,Pb,0.5882352941176471,"(22.0, 'Er')","(82.0, 'Pb')",60.0
9341,Pb,Er,0.5882352941176471,"(82.0, 'Pb')","(22.0, 'Er')",60.0
9342,Er,Bi,0.6862745098039216,"(22.0, 'Er')","(87.0, 'Bi')",65.0
9343,Bi,Er,0.6862745098039216,"(87.0, 'Bi')","(22.0, 'Er')",65.0
9344,Er,Po,0.696078431372549,"(22.0, 'Er')","(91.0, 'Po')",69.0
9345,Po,Er,0.696078431372549,"(91.0, 'Po')","(22.0, 'Er')",69.0
9346,Er,At,0.7450980392156863,"(22.0, 'Er')","(96.0, 'At')",74.0
9347,At,Er,0.7450980392156863,"(96.0, 'At')","(22.0, 'Er')",74.0
9348,Er,Rn,0.1568627450980392,"(22.0, 'Er')","(6.0, 'Rn')",16.0
9349,Rn,Er,0.1568627450980392,"(6.0, 'Rn')","(22.0, 'Er')",16.0
9350,Er,Fr,0.14705882352941177,"(22.0, 'Er')","(7.0, 'Fr')",15.0
9351,Fr,Er,0.14705882352941177,"(7.0, 'Fr')","(22.0, 'Er')",15.0
9352,Er,Ra,0.08823529411764706,"(22.0, 'Er')","(13.0, 'Ra')",9.0
9353,Ra,Er,0.08823529411764706,"(13.0, 'Ra')","(22.0, 'Er')",9.0
9354,Er,Ac,0.10784313725490197,"(22.0, 'Er')","(48.0, 'Ac')",26.0
9355,Ac,Er,0.10784313725490197,"(48.0, 'Ac')","(22.0, 'Er')",26.0
9356,Er,Th,0.11764705882352941,"(22.0, 'Er')","(47.0, 'Th')",25.0
9357,Th,Er,0.11764705882352941,"(47.0, 'Th')","(22.0, 'Er')",25.0
9358,Er,Pa,0.12745098039215685,"(22.0, 'Er')","(46.0, 'Pa')",24.0
9359,Pa,Er,0.12745098039215685,"(46.0, 'Pa')","(22.0, 'Er')",24.0
9360,Er,U,0.13725490196078433,"(22.0, 'Er')","(45.0, 'U')",23.0
9361,U,Er,0.13725490196078433,"(45.0, 'U')","(22.0, 'Er')",23.0
9362,Er,Np,0.14705882352941177,"(22.0, 'Er')","(44.0, 'Np')",22.0
9363,Np,Er,0.14705882352941177,"(44.0, 'Np')","(22.0, 'Er')",22.0
9364,Er,Pu,0.1568627450980392,"(22.0, 'Er')","(43.0, 'Pu')",21.0
9365,Pu,Er,0.1568627450980392,"(43.0, 'Pu')","(22.0, 'Er')",21.0
9366,Er,Am,0.16666666666666666,"(22.0, 'Er')","(42.0, 'Am')",20.0
9367,Am,Er,0.16666666666666666,"(42.0, 'Am')","(22.0, 'Er')",20.0
9368,Er,Cm,0.17647058823529413,"(22.0, 'Er')","(41.0, 'Cm')",19.0
9369,Cm,Er,0.17647058823529413,"(41.0, 'Cm')","(22.0, 'Er')",19.0
9370,Er,Bk,0.18627450980392157,"(22.0, 'Er')","(40.0, 'Bk')",18.0
9371,Bk,Er,0.18627450980392157,"(40.0, 'Bk')","(22.0, 'Er')",18.0
9372,Er,Cf,0.19607843137254902,"(22.0, 'Er')","(39.0, 'Cf')",17.0
9373,Cf,Er,0.19607843137254902,"(39.0, 'Cf')","(22.0, 'Er')",17.0
9374,Er,Es,0.20588235294117646,"(22.0, 'Er')","(38.0, 'Es')",16.0
9375,Es,Er,0.20588235294117646,"(38.0, 'Es')","(22.0, 'Er')",16.0
9376,Er,Fm,0.21568627450980393,"(22.0, 'Er')","(37.0, 'Fm')",15.0
9377,Fm,Er,0.21568627450980393,"(37.0, 'Fm')","(22.0, 'Er')",15.0
9378,Er,Md,0.22549019607843138,"(22.0, 'Er')","(36.0, 'Md')",14.0
9379,Md,Er,0.22549019607843138,"(36.0, 'Md')","(22.0, 'Er')",14.0
9380,Er,No,0.23529411764705882,"(22.0, 'Er')","(35.0, 'No')",13.0
9381,No,Er,0.23529411764705882,"(35.0, 'No')","(22.0, 'Er')",13.0
9382,Er,Lr,0.24509803921568626,"(22.0, 'Er')","(34.0, 'Lr')",12.0
9383,Lr,Er,0.24509803921568626,"(34.0, 'Lr')","(22.0, 'Er')",12.0
9384,Tm,Tm,0.0,"(21.0, 'Tm')","(21.0, 'Tm')",0.0
9385,Tm,Yb,0.0196078431372549,"(21.0, 'Tm')","(17.0, 'Yb')",4.0
9386,Yb,Tm,0.0196078431372549,"(17.0, 'Yb')","(21.0, 'Tm')",4.0
9387,Tm,Lu,0.00980392156862745,"(21.0, 'Tm')","(20.0, 'Lu')",1.0
9388,Lu,Tm,0.00980392156862745,"(20.0, 'Lu')","(21.0, 'Tm')",1.0
9389,Tm,Hf,0.29411764705882354,"(21.0, 'Tm')","(50.0, 'Hf')",29.0
9390,Hf,Tm,0.29411764705882354,"(50.0, 'Hf')","(21.0, 'Tm')",29.0
9391,Tm,Ta,0.3137254901960784,"(21.0, 'Tm')","(52.0, 'Ta')",31.0
9392,Ta,Tm,0.3137254901960784,"(52.0, 'Ta')","(21.0, 'Tm')",31.0
9393,Tm,W,0.3627450980392157,"(21.0, 'Tm')","(55.0, 'W')",34.0
9394,W,Tm,0.3627450980392157,"(55.0, 'W')","(21.0, 'Tm')",34.0
9395,Tm,Re,0.37254901960784315,"(21.0, 'Tm')","(58.0, 'Re')",37.0
9396,Re,Tm,0.37254901960784315,"(58.0, 'Re')","(21.0, 'Tm')",37.0
9397,Tm,Os,0.39215686274509803,"(21.0, 'Tm')","(63.0, 'Os')",42.0
9398,Os,Tm,0.39215686274509803,"(63.0, 'Os')","(21.0, 'Tm')",42.0
9399,Tm,Ir,0.4117647058823529,"(21.0, 'Tm')","(66.0, 'Ir')",45.0
9400,Ir,Tm,0.4117647058823529,"(66.0, 'Ir')","(21.0, 'Tm')",45.0
9401,Tm,Pt,0.43137254901960786,"(21.0, 'Tm')","(68.0, 'Pt')",47.0
9402,Pt,Tm,0.43137254901960786,"(68.0, 'Pt')","(21.0, 'Tm')",47.0
9403,Tm,Au,0.45098039215686275,"(21.0, 'Tm')","(70.0, 'Au')",49.0
9404,Au,Tm,0.45098039215686275,"(70.0, 'Au')","(21.0, 'Tm')",49.0
9405,Tm,Hg,0.5490196078431373,"(21.0, 'Tm')","(74.0, 'Hg')",53.0
9406,Hg,Tm,0.5490196078431373,"(74.0, 'Hg')","(21.0, 'Tm')",53.0
9407,Tm,Tl,0.5980392156862745,"(21.0, 'Tm')","(78.0, 'Tl')",57.0
9408,Tl,Tm,0.5980392156862745,"(78.0, 'Tl')","(21.0, 'Tm')",57.0
9409,Tm,Pb,0.6078431372549019,"(21.0, 'Tm')","(82.0, 'Pb')",61.0
9410,Pb,Tm,0.6078431372549019,"(82.0, 'Pb')","(21.0, 'Tm')",61.0
9411,Tm,Bi,0.7058823529411765,"(21.0, 'Tm')","(87.0, 'Bi')",66.0
9412,Bi,Tm,0.7058823529411765,"(87.0, 'Bi')","(21.0, 'Tm')",66.0
9413,Tm,Po,0.7156862745098039,"(21.0, 'Tm')","(91.0, 'Po')",70.0
9414,Po,Tm,0.7156862745098039,"(91.0, 'Po')","(21.0, 'Tm')",70.0
9415,Tm,At,0.7647058823529411,"(21.0, 'Tm')","(96.0, 'At')",75.0
9416,At,Tm,0.7647058823529411,"(96.0, 'At')","(21.0, 'Tm')",75.0
9417,Tm,Rn,0.13725490196078433,"(21.0, 'Tm')","(6.0, 'Rn')",15.0
9418,Rn,Tm,0.13725490196078433,"(6.0, 'Rn')","(21.0, 'Tm')",15.0
9419,Tm,Fr,0.12745098039215685,"(21.0, 'Tm')","(7.0, 'Fr')",14.0
9420,Fr,Tm,0.12745098039215685,"(7.0, 'Fr')","(21.0, 'Tm')",14.0
9421,Tm,Ra,0.06862745098039216,"(21.0, 'Tm')","(13.0, 'Ra')",8.0
9422,Ra,Tm,0.06862745098039216,"(13.0, 'Ra')","(21.0, 'Tm')",8.0
9423,Tm,Ac,0.12745098039215685,"(21.0, 'Tm')","(48.0, 'Ac')",27.0
9424,Ac,Tm,0.12745098039215685,"(48.0, 'Ac')","(21.0, 'Tm')",27.0
9425,Tm,Th,0.13725490196078433,"(21.0, 'Tm')","(47.0, 'Th')",26.0
9426,Th,Tm,0.13725490196078433,"(47.0, 'Th')","(21.0, 'Tm')",26.0
9427,Tm,Pa,0.14705882352941177,"(21.0, 'Tm')","(46.0, 'Pa')",25.0
9428,Pa,Tm,0.14705882352941177,"(46.0, 'Pa')","(21.0, 'Tm')",25.0
9429,Tm,U,0.1568627450980392,"(21.0, 'Tm')","(45.0, 'U')",24.0
9430,U,Tm,0.1568627450980392,"(45.0, 'U')","(21.0, 'Tm')",24.0
9431,Tm,Np,0.16666666666666666,"(21.0, 'Tm')","(44.0, 'Np')",23.0
9432,Np,Tm,0.16666666666666666,"(44.0, 'Np')","(21.0, 'Tm')",23.0
9433,Tm,Pu,0.17647058823529413,"(21.0, 'Tm')","(43.0, 'Pu')",22.0
9434,Pu,Tm,0.17647058823529413,"(43.0, 'Pu')","(21.0, 'Tm')",22.0
9435,Tm,Am,0.18627450980392157,"(21.0, 'Tm')","(42.0, 'Am')",21.0
9436,Am,Tm,0.18627450980392157,"(42.0, 'Am')","(21.0, 'Tm')",21.0
9437,Tm,Cm,0.19607843137254902,"(21.0, 'Tm')","(41.0, 'Cm')",20.0
9438,Cm,Tm,0.19607843137254902,"(41.0, 'Cm')","(21.0, 'Tm')",20.0
9439,Tm,Bk,0.20588235294117646,"(21.0, 'Tm')","(40.0, 'Bk')",19.0
9440,Bk,Tm,0.20588235294117646,"(40.0, 'Bk')","(21.0, 'Tm')",19.0
9441,Tm,Cf,0.21568627450980393,"(21.0, 'Tm')","(39.0, 'Cf')",18.0
9442,Cf,Tm,0.21568627450980393,"(39.0, 'Cf')","(21.0, 'Tm')",18.0
9443,Tm,Es,0.22549019607843138,"(21.0, 'Tm')","(38.0, 'Es')",17.0
9444,Es,Tm,0.22549019607843138,"(38.0, 'Es')","(21.0, 'Tm')",17.0
9445,Tm,Fm,0.23529411764705882,"(21.0, 'Tm')","(37.0, 'Fm')",16.0
9446,Fm,Tm,0.23529411764705882,"(37.0, 'Fm')","(21.0, 'Tm')",16.0
9447,Tm,Md,0.24509803921568626,"(21.0, 'Tm')","(36.0, 'Md')",15.0
9448,Md,Tm,0.24509803921568626,"(36.0, 'Md')","(21.0, 'Tm')",15.0
9449,Tm,No,0.2549019607843137,"(21.0, 'Tm')","(35.0, 'No')",14.0
9450,No,Tm,0.2549019607843137,"(35.0, 'No')","(21.0, 'Tm')",14.0
9451,Tm,Lr,0.2647058823529412,"(21.0, 'Tm')","(34.0, 'Lr')",13.0
9452,Lr,Tm,0.2647058823529412,"(34.0, 'Lr')","(21.0, 'Tm')",13.0
9453,Yb,Yb,0.0,"(17.0, 'Yb')","(17.0, 'Yb')",0.0
9454,Yb,Lu,0.00980392156862745,"(17.0, 'Yb')","(20.0, 'Lu')",3.0
9455,Lu,Yb,0.00980392156862745,"(20.0, 'Lu')","(17.0, 'Yb')",3.0
9456,Yb,Hf,0.3137254901960784,"(17.0, 'Yb')","(50.0, 'Hf')",33.0
9457,Hf,Yb,0.3137254901960784,"(50.0, 'Hf')","(17.0, 'Yb')",33.0
9458,Yb,Ta,0.3333333333333333,"(17.0, 'Yb')","(52.0, 'Ta')",35.0
9459,Ta,Yb,0.3333333333333333,"(52.0, 'Ta')","(17.0, 'Yb')",35.0
9460,Yb,W,0.38235294117647056,"(17.0, 'Yb')","(55.0, 'W')",38.0
9461,W,Yb,0.38235294117647056,"(55.0, 'W')","(17.0, 'Yb')",38.0
9462,Yb,Re,0.39215686274509803,"(17.0, 'Yb')","(58.0, 'Re')",41.0
9463,Re,Yb,0.39215686274509803,"(58.0, 'Re')","(17.0, 'Yb')",41.0
9464,Yb,Os,0.4117647058823529,"(17.0, 'Yb')","(63.0, 'Os')",46.0
9465,Os,Yb,0.4117647058823529,"(63.0, 'Os')","(17.0, 'Yb')",46.0
9466,Yb,Ir,0.43137254901960786,"(17.0, 'Yb')","(66.0, 'Ir')",49.0
9467,Ir,Yb,0.43137254901960786,"(66.0, 'Ir')","(17.0, 'Yb')",49.0
9468,Yb,Pt,0.45098039215686275,"(17.0, 'Yb')","(68.0, 'Pt')",51.0
9469,Pt,Yb,0.45098039215686275,"(68.0, 'Pt')","(17.0, 'Yb')",51.0
9470,Yb,Au,0.47058823529411764,"(17.0, 'Yb')","(70.0, 'Au')",53.0
9471,Au,Yb,0.47058823529411764,"(70.0, 'Au')","(17.0, 'Yb')",53.0
9472,Yb,Hg,0.5686274509803921,"(17.0, 'Yb')","(74.0, 'Hg')",57.0
9473,Hg,Yb,0.5686274509803921,"(74.0, 'Hg')","(17.0, 'Yb')",57.0
9474,Yb,Tl,0.6176470588235294,"(17.0, 'Yb')","(78.0, 'Tl')",61.0
9475,Tl,Yb,0.6176470588235294,"(78.0, 'Tl')","(17.0, 'Yb')",61.0
9476,Yb,Pb,0.6274509803921569,"(17.0, 'Yb')","(82.0, 'Pb')",65.0
9477,Pb,Yb,0.6274509803921569,"(82.0, 'Pb')","(17.0, 'Yb')",65.0
9478,Yb,Bi,0.7254901960784313,"(17.0, 'Yb')","(87.0, 'Bi')",70.0
9479,Bi,Yb,0.7254901960784313,"(87.0, 'Bi')","(17.0, 'Yb')",70.0
9480,Yb,Po,0.7352941176470589,"(17.0, 'Yb')","(91.0, 'Po')",74.0
9481,Po,Yb,0.7352941176470589,"(91.0, 'Po')","(17.0, 'Yb')",74.0
9482,Yb,At,0.7843137254901961,"(17.0, 'Yb')","(96.0, 'At')",79.0
9483,At,Yb,0.7843137254901961,"(96.0, 'At')","(17.0, 'Yb')",79.0
9484,Yb,Rn,0.11764705882352941,"(17.0, 'Yb')","(6.0, 'Rn')",11.0
9485,Rn,Yb,0.11764705882352941,"(6.0, 'Rn')","(17.0, 'Yb')",11.0
9486,Yb,Fr,0.10784313725490197,"(17.0, 'Yb')","(7.0, 'Fr')",10.0
9487,Fr,Yb,0.10784313725490197,"(7.0, 'Fr')","(17.0, 'Yb')",10.0
9488,Yb,Ra,0.049019607843137254,"(17.0, 'Yb')","(13.0, 'Ra')",4.0
9489,Ra,Yb,0.049019607843137254,"(13.0, 'Ra')","(17.0, 'Yb')",4.0
9490,Yb,Ac,0.14705882352941177,"(17.0, 'Yb')","(48.0, 'Ac')",31.0
9491,Ac,Yb,0.14705882352941177,"(48.0, 'Ac')","(17.0, 'Yb')",31.0
9492,Yb,Th,0.1568627450980392,"(17.0, 'Yb')","(47.0, 'Th')",30.0
9493,Th,Yb,0.1568627450980392,"(47.0, 'Th')","(17.0, 'Yb')",30.0
9494,Yb,Pa,0.16666666666666666,"(17.0, 'Yb')","(46.0, 'Pa')",29.0
9495,Pa,Yb,0.16666666666666666,"(46.0, 'Pa')","(17.0, 'Yb')",29.0
9496,Yb,U,0.17647058823529413,"(17.0, 'Yb')","(45.0, 'U')",28.0
9497,U,Yb,0.17647058823529413,"(45.0, 'U')","(17.0, 'Yb')",28.0
9498,Yb,Np,0.18627450980392157,"(17.0, 'Yb')","(44.0, 'Np')",27.0
9499,Np,Yb,0.18627450980392157,"(44.0, 'Np')","(17.0, 'Yb')",27.0
9500,Yb,Pu,0.19607843137254902,"(17.0, 'Yb')","(43.0, 'Pu')",26.0
9501,Pu,Yb,0.19607843137254902,"(43.0, 'Pu')","(17.0, 'Yb')",26.0
9502,Yb,Am,0.20588235294117646,"(17.0, 'Yb')","(42.0, 'Am')",25.0
9503,Am,Yb,0.20588235294117646,"(42.0, 'Am')","(17.0, 'Yb')",25.0
9504,Yb,Cm,0.21568627450980393,"(17.0, 'Yb')","(41.0, 'Cm')",24.0
9505,Cm,Yb,0.21568627450980393,"(41.0, 'Cm')","(17.0, 'Yb')",24.0
9506,Yb,Bk,0.22549019607843138,"(17.0, 'Yb')","(40.0, 'Bk')",23.0
9507,Bk,Yb,0.22549019607843138,"(40.0, 'Bk')","(17.0, 'Yb')",23.0
9508,Yb,Cf,0.23529411764705882,"(17.0, 'Yb')","(39.0, 'Cf')",22.0
9509,Cf,Yb,0.23529411764705882,"(39.0, 'Cf')","(17.0, 'Yb')",22.0
9510,Yb,Es,0.24509803921568626,"(17.0, 'Yb')","(38.0, 'Es')",21.0
9511,Es,Yb,0.24509803921568626,"(38.0, 'Es')","(17.0, 'Yb')",21.0
9512,Yb,Fm,0.2549019607843137,"(17.0, 'Yb')","(37.0, 'Fm')",20.0
9513,Fm,Yb,0.2549019607843137,"(37.0, 'Fm')","(17.0, 'Yb')",20.0
9514,Yb,Md,0.2647058823529412,"(17.0, 'Yb')","(36.0, 'Md')",19.0
9515,Md,Yb,0.2647058823529412,"(36.0, 'Md')","(17.0, 'Yb')",19.0
9516,Yb,No,0.27450980392156865,"(17.0, 'Yb')","(35.0, 'No')",18.0
9517,No,Yb,0.27450980392156865,"(35.0, 'No')","(17.0, 'Yb')",18.0
9518,Yb,Lr,0.28431372549019607,"(17.0, 'Yb')","(34.0, 'Lr')",17.0
9519,Lr,Yb,0.28431372549019607,"(34.0, 'Lr')","(17.0, 'Yb')",17.0
9520,Lu,Lu,0.0,"(20.0, 'Lu')","(20.0, 'Lu')",0.0
9521,Lu,Hf,0.30392156862745096,"(20.0, 'Lu')","(50.0, 'Hf')",30.0
9522,Hf,Lu,0.30392156862745096,"(50.0, 'Hf')","(20.0, 'Lu')",30.0
9523,Lu,Ta,0.3235294117647059,"(20.0, 'Lu')","(52.0, 'Ta')",32.0
9524,Ta,Lu,0.3235294117647059,"(52.0, 'Ta')","(20.0, 'Lu')",32.0
9525,Lu,W,0.37254901960784315,"(20.0, 'Lu')","(55.0, 'W')",35.0
9526,W,Lu,0.37254901960784315,"(55.0, 'W')","(20.0, 'Lu')",35.0
9527,Lu,Re,0.38235294117647056,"(20.0, 'Lu')","(58.0, 'Re')",38.0
9528,Re,Lu,0.38235294117647056,"(58.0, 'Re')","(20.0, 'Lu')",38.0
9529,Lu,Os,0.4019607843137255,"(20.0, 'Lu')","(63.0, 'Os')",43.0
9530,Os,Lu,0.4019607843137255,"(63.0, 'Os')","(20.0, 'Lu')",43.0
9531,Lu,Ir,0.4215686274509804,"(20.0, 'Lu')","(66.0, 'Ir')",46.0
9532,Ir,Lu,0.4215686274509804,"(66.0, 'Ir')","(20.0, 'Lu')",46.0
9533,Lu,Pt,0.4411764705882353,"(20.0, 'Lu')","(68.0, 'Pt')",48.0
9534,Pt,Lu,0.4411764705882353,"(68.0, 'Pt')","(20.0, 'Lu')",48.0
9535,Lu,Au,0.46078431372549017,"(20.0, 'Lu')","(70.0, 'Au')",50.0
9536,Au,Lu,0.46078431372549017,"(70.0, 'Au')","(20.0, 'Lu')",50.0
9537,Lu,Hg,0.5588235294117647,"(20.0, 'Lu')","(74.0, 'Hg')",54.0
9538,Hg,Lu,0.5588235294117647,"(74.0, 'Hg')","(20.0, 'Lu')",54.0
9539,Lu,Tl,0.6078431372549019,"(20.0, 'Lu')","(78.0, 'Tl')",58.0
9540,Tl,Lu,0.6078431372549019,"(78.0, 'Tl')","(20.0, 'Lu')",58.0
9541,Lu,Pb,0.6176470588235294,"(20.0, 'Lu')","(82.0, 'Pb')",62.0
9542,Pb,Lu,0.6176470588235294,"(82.0, 'Pb')","(20.0, 'Lu')",62.0
9543,Lu,Bi,0.7156862745098039,"(20.0, 'Lu')","(87.0, 'Bi')",67.0
9544,Bi,Lu,0.7156862745098039,"(87.0, 'Bi')","(20.0, 'Lu')",67.0
9545,Lu,Po,0.7254901960784313,"(20.0, 'Lu')","(91.0, 'Po')",71.0
9546,Po,Lu,0.7254901960784313,"(91.0, 'Po')","(20.0, 'Lu')",71.0
9547,Lu,At,0.7745098039215687,"(20.0, 'Lu')","(96.0, 'At')",76.0
9548,At,Lu,0.7745098039215687,"(96.0, 'At')","(20.0, 'Lu')",76.0
9549,Lu,Rn,0.12745098039215685,"(20.0, 'Lu')","(6.0, 'Rn')",14.0
9550,Rn,Lu,0.12745098039215685,"(6.0, 'Rn')","(20.0, 'Lu')",14.0
9551,Lu,Fr,0.11764705882352941,"(20.0, 'Lu')","(7.0, 'Fr')",13.0
9552,Fr,Lu,0.11764705882352941,"(7.0, 'Fr')","(20.0, 'Lu')",13.0
9553,Lu,Ra,0.058823529411764705,"(20.0, 'Lu')","(13.0, 'Ra')",7.0
9554,Ra,Lu,0.058823529411764705,"(13.0, 'Ra')","(20.0, 'Lu')",7.0
9555,Lu,Ac,0.13725490196078433,"(20.0, 'Lu')","(48.0, 'Ac')",28.0
9556,Ac,Lu,0.13725490196078433,"(48.0, 'Ac')","(20.0, 'Lu')",28.0
9557,Lu,Th,0.14705882352941177,"(20.0, 'Lu')","(47.0, 'Th')",27.0
9558,Th,Lu,0.14705882352941177,"(47.0, 'Th')","(20.0, 'Lu')",27.0
9559,Lu,Pa,0.1568627450980392,"(20.0, 'Lu')","(46.0, 'Pa')",26.0
9560,Pa,Lu,0.1568627450980392,"(46.0, 'Pa')","(20.0, 'Lu')",26.0
9561,Lu,U,0.16666666666666666,"(20.0, 'Lu')","(45.0, 'U')",25.0
9562,U,Lu,0.16666666666666666,"(45.0, 'U')","(20.0, 'Lu')",25.0
9563,Lu,Np,0.17647058823529413,"(20.0, 'Lu')","(44.0, 'Np')",24.0
9564,Np,Lu,0.17647058823529413,"(44.0, 'Np')","(20.0, 'Lu')",24.0
9565,Lu,Pu,0.18627450980392157,"(20.0, 'Lu')","(43.0, 'Pu')",23.0
9566,Pu,Lu,0.18627450980392157,"(43.0, 'Pu')","(20.0, 'Lu')",23.0
9567,Lu,Am,0.19607843137254902,"(20.0, 'Lu')","(42.0, 'Am')",22.0
9568,Am,Lu,0.19607843137254902,"(42.0, 'Am')","(20.0, 'Lu')",22.0
9569,Lu,Cm,0.20588235294117646,"(20.0, 'Lu')","(41.0, 'Cm')",21.0
9570,Cm,Lu,0.20588235294117646,"(41.0, 'Cm')","(20.0, 'Lu')",21.0
9571,Lu,Bk,0.21568627450980393,"(20.0, 'Lu')","(40.0, 'Bk')",20.0
9572,Bk,Lu,0.21568627450980393,"(40.0, 'Bk')","(20.0, 'Lu')",20.0
9573,Lu,Cf,0.22549019607843138,"(20.0, 'Lu')","(39.0, 'Cf')",19.0
9574,Cf,Lu,0.22549019607843138,"(39.0, 'Cf')","(20.0, 'Lu')",19.0
9575,Lu,Es,0.23529411764705882,"(20.0, 'Lu')","(38.0, 'Es')",18.0
9576,Es,Lu,0.23529411764705882,"(38.0, 'Es')","(20.0, 'Lu')",18.0
9577,Lu,Fm,0.24509803921568626,"(20.0, 'Lu')","(37.0, 'Fm')",17.0
9578,Fm,Lu,0.24509803921568626,"(37.0, 'Fm')","(20.0, 'Lu')",17.0
9579,Lu,Md,0.2549019607843137,"(20.0, 'Lu')","(36.0, 'Md')",16.0
9580,Md,Lu,0.2549019607843137,"(36.0, 'Md')","(20.0, 'Lu')",16.0
9581,Lu,No,0.2647058823529412,"(20.0, 'Lu')","(35.0, 'No')",15.0
9582,No,Lu,0.2647058823529412,"(35.0, 'No')","(20.0, 'Lu')",15.0
9583,Lu,Lr,0.27450980392156865,"(20.0, 'Lu')","(34.0, 'Lr')",14.0
9584,Lr,Lu,0.27450980392156865,"(34.0, 'Lr')","(20.0, 'Lu')",14.0
9585,Hf,Hf,0.0,"(50.0, 'Hf')","(50.0, 'Hf')",0.0
9586,Hf,Ta,0.0196078431372549,"(50.0, 'Hf')","(52.0, 'Ta')",2.0
