,ele_1,ele_2,EMD,mend_1,mend_2,mend_diff
2223,Sb,Mg,0.17647058823529413,"(88.0, 'Sb')","(73.0, 'Mg')",15.0
2224,Mg,Te,0.20588235294117646,"(73.0, 'Mg')","(92.0, 'Te')",19.0
2225,Te,Mg,0.20588235294117646,"(92.0, 'Te')","(73.0, 'Mg')",19.0
2226,Mg,I,0.2549019607843137,"(73.0, 'Mg')","(97.0, 'I')",24.0
2227,I,Mg,0.2549019607843137,"(97.0, 'I')","(73.0, 'Mg')",24.0
2228,Mg,Xe,0.6666666666666666,"(73.0, 'Mg')","(5.0, 'Xe')",68.0
2229,Xe,Mg,0.6666666666666666,"(5.0, 'Xe')","(73.0, 'Mg')",68.0
2230,Mg,Cs,0.6372549019607843,"(73.0, 'Mg')","(8.0, 'Cs')",65.0
2231,Cs,Mg,0.6372549019607843,"(8.0, 'Cs')","(73.0, 'Mg')",65.0
2232,Mg,Ba,0.5784313725490197,"(73.0, 'Mg')","(14.0, 'Ba')",59.0
2233,Ba,Mg,0.5784313725490197,"(14.0, 'Ba')","(73.0, 'Mg')",59.0
2234,Mg,La,0.4019607843137255,"(73.0, 'Mg')","(33.0, 'La')",40.0
2235,La,Mg,0.4019607843137255,"(33.0, 'La')","(73.0, 'Mg')",40.0
2236,Mg,Ce,0.4117647058823529,"(73.0, 'Mg')","(32.0, 'Ce')",41.0
2237,Ce,Mg,0.4117647058823529,"(32.0, 'Ce')","(73.0, 'Mg')",41.0
2238,Mg,Pr,0.4215686274509804,"(73.0, 'Mg')","(31.0, 'Pr')",42.0
2239,Pr,Mg,0.4215686274509804,"(31.0, 'Pr')","(73.0, 'Mg')",42.0
2240,Mg,Nd,0.43137254901960786,"(73.0, 'Mg')","(30.0, 'Nd')",43.0
2241,Nd,Mg,0.43137254901960786,"(30.0, 'Nd')","(73.0, 'Mg')",43.0
2242,Mg,Pm,0.4411764705882353,"(73.0, 'Mg')","(29.0, 'Pm')",44.0
2243,Pm,Mg,0.4411764705882353,"(29.0, 'Pm')","(73.0, 'Mg')",44.0
2244,Mg,Sm,0.45098039215686275,"(73.0, 'Mg')","(28.0, 'Sm')",45.0
2245,Sm,Mg,0.45098039215686275,"(28.0, 'Sm')","(73.0, 'Mg')",45.0
2246,Mg,Eu,0.5490196078431373,"(73.0, 'Mg')","(18.0, 'Eu')",55.0
2247,Eu,Mg,0.5490196078431373,"(18.0, 'Eu')","(73.0, 'Mg')",55.0
2248,Mg,Gd,0.46078431372549017,"(73.0, 'Mg')","(27.0, 'Gd')",46.0
2249,Gd,Mg,0.46078431372549017,"(27.0, 'Gd')","(73.0, 'Mg')",46.0
2250,Mg,Tb,0.47058823529411764,"(73.0, 'Mg')","(26.0, 'Tb')",47.0
2251,Tb,Mg,0.47058823529411764,"(26.0, 'Tb')","(73.0, 'Mg')",47.0
2252,Mg,Dy,0.4803921568627451,"(73.0, 'Mg')","(24.0, 'Dy')",49.0
2253,Dy,Mg,0.4803921568627451,"(24.0, 'Dy')","(73.0, 'Mg')",49.0
2254,Mg,Ho,0.49019607843137253,"(73.0, 'Mg')","(23.0, 'Ho')",50.0
2255,Ho,Mg,0.49019607843137253,"(23.0, 'Ho')","(73.0, 'Mg')",50.0
2256,Mg,Er,0.5,"(73.0, 'Mg')","(22.0, 'Er')",51.0
2257,Er,Mg,0.5,"(22.0, 'Er')","(73.0, 'Mg')",51.0
2258,Mg,Tm,0.5196078431372549,"(73.0, 'Mg')","(21.0, 'Tm')",52.0
2259,Tm,Mg,0.5196078431372549,"(21.0, 'Tm')","(73.0, 'Mg')",52.0
2260,Mg,Yb,0.5392156862745098,"(73.0, 'Mg')","(17.0, 'Yb')",56.0
2261,Yb,Mg,0.5392156862745098,"(17.0, 'Yb')","(73.0, 'Mg')",56.0
2262,Mg,Lu,0.5294117647058824,"(73.0, 'Mg')","(20.0, 'Lu')",53.0
2263,Lu,Mg,0.5294117647058824,"(20.0, 'Lu')","(73.0, 'Mg')",53.0
2264,Mg,Hf,0.22549019607843138,"(73.0, 'Mg')","(50.0, 'Hf')",23.0
2265,Hf,Mg,0.22549019607843138,"(50.0, 'Hf')","(73.0, 'Mg')",23.0
2266,Mg,Ta,0.20588235294117646,"(73.0, 'Mg')","(52.0, 'Ta')",21.0
2267,Ta,Mg,0.20588235294117646,"(52.0, 'Ta')","(73.0, 'Mg')",21.0
2268,Mg,W,0.1568627450980392,"(73.0, 'Mg')","(55.0, 'W')",18.0
2269,W,Mg,0.1568627450980392,"(55.0, 'W')","(73.0, 'Mg')",18.0
2270,Mg,Re,0.14705882352941177,"(73.0, 'Mg')","(58.0, 'Re')",15.0
2271,Re,Mg,0.14705882352941177,"(58.0, 'Re')","(73.0, 'Mg')",15.0
2272,Mg,Os,0.12745098039215685,"(73.0, 'Mg')","(63.0, 'Os')",10.0
2273,Os,Mg,0.12745098039215685,"(63.0, 'Os')","(73.0, 'Mg')",10.0
2274,Mg,Ir,0.10784313725490197,"(73.0, 'Mg')","(66.0, 'Ir')",7.0
2275,Ir,Mg,0.10784313725490197,"(66.0, 'Ir')","(73.0, 'Mg')",7.0
2276,Mg,Pt,0.08823529411764706,"(73.0, 'Mg')","(68.0, 'Pt')",5.0
2277,Pt,Mg,0.08823529411764706,"(68.0, 'Pt')","(73.0, 'Mg')",5.0
2278,Mg,Au,0.06862745098039216,"(73.0, 'Mg')","(70.0, 'Au')",3.0
2279,Au,Mg,0.06862745098039216,"(70.0, 'Au')","(73.0, 'Mg')",3.0
2280,Mg,Hg,0.029411764705882353,"(73.0, 'Mg')","(74.0, 'Hg')",1.0
2281,Hg,Mg,0.029411764705882353,"(74.0, 'Hg')","(73.0, 'Mg')",1.0
2282,Mg,Tl,0.0784313725490196,"(73.0, 'Mg')","(78.0, 'Tl')",5.0
2283,Tl,Mg,0.0784313725490196,"(78.0, 'Tl')","(73.0, 'Mg')",5.0
2284,Mg,Pb,0.08823529411764706,"(73.0, 'Mg')","(82.0, 'Pb')",9.0
2285,Pb,Mg,0.08823529411764706,"(82.0, 'Pb')","(73.0, 'Mg')",9.0
2286,Mg,Bi,0.18627450980392157,"(73.0, 'Mg')","(87.0, 'Bi')",14.0
2287,Bi,Mg,0.18627450980392157,"(87.0, 'Bi')","(73.0, 'Mg')",14.0
2288,Mg,Po,0.19607843137254902,"(73.0, 'Mg')","(91.0, 'Po')",18.0
2289,Po,Mg,0.19607843137254902,"(91.0, 'Po')","(73.0, 'Mg')",18.0
2290,Mg,At,0.24509803921568626,"(73.0, 'Mg')","(96.0, 'At')",23.0
2291,At,Mg,0.24509803921568626,"(96.0, 'At')","(73.0, 'Mg')",23.0
2292,Mg,Rn,0.6568627450980392,"(73.0, 'Mg')","(6.0, 'Rn')",67.0
2293,Rn,Mg,0.6568627450980392,"(6.0, 'Rn')","(73.0, 'Mg')",67.0
2294,Mg,Fr,0.6470588235294118,"(73.0, 'Mg')","(7.0, 'Fr')",66.0
2295,Fr,Mg,0.6470588235294118,"(7.0, 'Fr')","(73.0, 'Mg')",66.0
2296,Mg,Ra,0.5882352941176471,"(73.0, 'Mg')","(13.0, 'Ra')",60.0
2297,Ra,Mg,0.5882352941176471,"(13.0, 'Ra')","(73.0, 'Mg')",60.0
2298,Mg,Ac,0.39215686274509803,"(73.0, 'Mg')","(48.0, 'Ac')",25.0
2299,Ac,Mg,0.39215686274509803,"(48.0, 'Ac')","(73.0, 'Mg')",25.0
2300,Mg,Th,0.38235294117647056,"(73.0, 'Mg')","(47.0, 'Th')",26.0
2301,Th,Mg,0.38235294117647056,"(47.0, 'Th')","(73.0, 'Mg')",26.0
2302,Mg,Pa,0.37254901960784315,"(73.0, 'Mg')","(46.0, 'Pa')",27.0
2303,Pa,Mg,0.37254901960784315,"(46.0, 'Pa')","(73.0, 'Mg')",27.0
2304,Mg,U,0.3627450980392157,"(73.0, 'Mg')","(45.0, 'U')",28.0
2305,U,Mg,0.3627450980392157,"(45.0, 'U')","(73.0, 'Mg')",28.0
2306,Mg,Np,0.35294117647058826,"(73.0, 'Mg')","(44.0, 'Np')",29.0
2307,Np,Mg,0.35294117647058826,"(44.0, 'Np')","(73.0, 'Mg')",29.0
2308,Mg,Pu,0.3431372549019608,"(73.0, 'Mg')","(43.0, 'Pu')",30.0
2309,Pu,Mg,0.3431372549019608,"(43.0, 'Pu')","(73.0, 'Mg')",30.0
2310,Mg,Am,0.3333333333333333,"(73.0, 'Mg')","(42.0, 'Am')",31.0
2311,Am,Mg,0.3333333333333333,"(42.0, 'Am')","(73.0, 'Mg')",31.0
2312,Mg,Cm,0.3235294117647059,"(73.0, 'Mg')","(41.0, 'Cm')",32.0
2313,Cm,Mg,0.3235294117647059,"(41.0, 'Cm')","(73.0, 'Mg')",32.0
2314,Mg,Bk,0.3137254901960784,"(73.0, 'Mg')","(40.0, 'Bk')",33.0
2315,Bk,Mg,0.3137254901960784,"(40.0, 'Bk')","(73.0, 'Mg')",33.0
2316,Mg,Cf,0.30392156862745096,"(73.0, 'Mg')","(39.0, 'Cf')",34.0
2317,Cf,Mg,0.30392156862745096,"(39.0, 'Cf')","(73.0, 'Mg')",34.0
2318,Mg,Es,0.29411764705882354,"(73.0, 'Mg')","(38.0, 'Es')",35.0
2319,Es,Mg,0.29411764705882354,"(38.0, 'Es')","(73.0, 'Mg')",35.0
2320,Mg,Fm,0.28431372549019607,"(73.0, 'Mg')","(37.0, 'Fm')",36.0
2321,Fm,Mg,0.28431372549019607,"(37.0, 'Fm')","(73.0, 'Mg')",36.0
2322,Mg,Md,0.27450980392156865,"(73.0, 'Mg')","(36.0, 'Md')",37.0
2323,Md,Mg,0.27450980392156865,"(36.0, 'Md')","(73.0, 'Mg')",37.0
2324,Mg,No,0.2647058823529412,"(73.0, 'Mg')","(35.0, 'No')",38.0
2325,No,Mg,0.2647058823529412,"(35.0, 'No')","(73.0, 'Mg')",38.0
2326,Mg,Lr,0.2549019607843137,"(73.0, 'Mg')","(34.0, 'Lr')",39.0
2327,Lr,Mg,0.2549019607843137,"(34.0, 'Lr')","(73.0, 'Mg')",39.0
2328,Al,Al,0.0,"(80.0, 'Al')","(80.0, 'Al')",0.0
2329,Al,Si,0.06862745098039216,"(80.0, 'Al')","(85.0, 'Si')",5.0
2330,Si,Al,0.06862745098039216,"(85.0, 'Si')","(80.0, 'Al')",5.0
2331,Al,P,0.10784313725490197,"(80.0, 'Al')","(90.0, 'P')",10.0
2332,P,Al,0.10784313725490197,"(90.0, 'P')","(80.0, 'Al')",10.0
2333,Al,S,0.17647058823529413,"(80.0, 'Al')","(94.0, 'S')",14.0
2334,S,Al,0.17647058823529413,"(94.0, 'S')","(80.0, 'Al')",14.0
2335,Al,Cl,0.22549019607843138,"(80.0, 'Al')","(99.0, 'Cl')",19.0
2336,Cl,Al,0.22549019607843138,"(99.0, 'Cl')","(80.0, 'Al')",19.0
2337,Al,Ar,0.7352941176470589,"(80.0, 'Al')","(3.0, 'Ar')",77.0
2338,Ar,Al,0.7352941176470589,"(3.0, 'Ar')","(80.0, 'Al')",77.0
2339,Al,K,0.6666666666666666,"(80.0, 'Al')","(10.0, 'K')",70.0
2340,K,Al,0.6666666666666666,"(10.0, 'K')","(80.0, 'Al')",70.0
2341,Al,Ca,0.6078431372549019,"(80.0, 'Al')","(16.0, 'Ca')",64.0
2342,Ca,Al,0.6078431372549019,"(16.0, 'Ca')","(80.0, 'Al')",64.0
2343,Al,Sc,0.29411764705882354,"(80.0, 'Al')","(19.0, 'Sc')",61.0
2344,Sc,Al,0.29411764705882354,"(19.0, 'Sc')","(80.0, 'Al')",61.0
2345,Al,Ti,0.2647058823529412,"(80.0, 'Al')","(51.0, 'Ti')",29.0
2346,Ti,Al,0.2647058823529412,"(51.0, 'Ti')","(80.0, 'Al')",29.0
2347,Al,V,0.23529411764705882,"(80.0, 'Al')","(54.0, 'V')",26.0
2348,V,Al,0.23529411764705882,"(54.0, 'V')","(80.0, 'Al')",26.0
2349,Al,Cr,0.22549019607843138,"(80.0, 'Al')","(57.0, 'Cr')",23.0
2350,Cr,Al,0.22549019607843138,"(57.0, 'Cr')","(80.0, 'Al')",23.0
2351,Al,Mn,0.058823529411764705,"(80.0, 'Al')","(60.0, 'Mn')",20.0
2352,Mn,Al,0.058823529411764705,"(60.0, 'Mn')","(80.0, 'Al')",20.0
2353,Al,Fe,0.06862745098039216,"(80.0, 'Al')","(61.0, 'Fe')",19.0
2354,Fe,Al,0.06862745098039216,"(61.0, 'Fe')","(80.0, 'Al')",19.0
2355,Al,Co,0.0784313725490196,"(80.0, 'Al')","(64.0, 'Co')",16.0
2356,Co,Al,0.0784313725490196,"(64.0, 'Co')","(80.0, 'Al')",16.0
2357,Al,Ni,0.08823529411764706,"(80.0, 'Al')","(67.0, 'Ni')",13.0
2358,Ni,Al,0.08823529411764706,"(67.0, 'Ni')","(80.0, 'Al')",13.0
2359,Al,Cu,0.09803921568627451,"(80.0, 'Al')","(72.0, 'Cu')",8.0
2360,Cu,Al,0.09803921568627451,"(72.0, 'Cu')","(80.0, 'Al')",8.0
2361,Al,Zn,0.0392156862745098,"(80.0, 'Al')","(76.0, 'Zn')",4.0
2362,Zn,Al,0.0392156862745098,"(76.0, 'Zn')","(80.0, 'Al')",4.0
2363,Al,Ga,0.00980392156862745,"(80.0, 'Al')","(81.0, 'Ga')",1.0
2364,Ga,Al,0.00980392156862745,"(81.0, 'Ga')","(80.0, 'Al')",1.0
2365,Al,Ge,0.058823529411764705,"(80.0, 'Al')","(84.0, 'Ge')",4.0
2366,Ge,Al,0.058823529411764705,"(84.0, 'Ge')","(80.0, 'Al')",4.0
2367,Al,As,0.11764705882352941,"(80.0, 'Al')","(89.0, 'As')",9.0
2368,As,Al,0.11764705882352941,"(89.0, 'As')","(80.0, 'Al')",9.0
2369,Al,Se,0.16666666666666666,"(80.0, 'Al')","(93.0, 'Se')",13.0
2370,Se,Al,0.16666666666666666,"(93.0, 'Se')","(80.0, 'Al')",13.0
2371,Al,Br,0.21568627450980393,"(80.0, 'Al')","(98.0, 'Br')",18.0
2372,Br,Al,0.21568627450980393,"(98.0, 'Br')","(80.0, 'Al')",18.0
2373,Al,Kr,0.7254901960784313,"(80.0, 'Al')","(4.0, 'Kr')",76.0
2374,Kr,Al,0.7254901960784313,"(4.0, 'Kr')","(80.0, 'Al')",76.0
2375,Al,Rb,0.6764705882352942,"(80.0, 'Al')","(9.0, 'Rb')",71.0
2376,Rb,Al,0.6764705882352942,"(9.0, 'Rb')","(80.0, 'Al')",71.0
2377,Al,Sr,0.6176470588235294,"(80.0, 'Al')","(15.0, 'Sr')",65.0
2378,Sr,Al,0.6176470588235294,"(15.0, 'Sr')","(80.0, 'Al')",65.0
2379,Al,Y,0.5588235294117647,"(80.0, 'Al')","(25.0, 'Y')",55.0
2380,Y,Al,0.5588235294117647,"(25.0, 'Y')","(80.0, 'Al')",55.0
2381,Al,Zr,0.28431372549019607,"(80.0, 'Al')","(49.0, 'Zr')",31.0
2382,Zr,Al,0.28431372549019607,"(49.0, 'Zr')","(80.0, 'Al')",31.0
2383,Al,Nb,0.24509803921568626,"(80.0, 'Al')","(53.0, 'Nb')",27.0
2384,Nb,Al,0.24509803921568626,"(53.0, 'Nb')","(80.0, 'Al')",27.0
2385,Al,Mo,0.21568627450980393,"(80.0, 'Al')","(56.0, 'Mo')",24.0
2386,Mo,Al,0.21568627450980393,"(56.0, 'Mo')","(80.0, 'Al')",24.0
2387,Al,Tc,0.18627450980392157,"(80.0, 'Al')","(59.0, 'Tc')",21.0
2388,Tc,Al,0.18627450980392157,"(59.0, 'Tc')","(80.0, 'Al')",21.0
2389,Al,Ru,0.16666666666666666,"(80.0, 'Al')","(62.0, 'Ru')",18.0
2390,Ru,Al,0.16666666666666666,"(62.0, 'Ru')","(80.0, 'Al')",18.0
2391,Al,Rh,0.14705882352941177,"(80.0, 'Al')","(65.0, 'Rh')",15.0
2392,Rh,Al,0.14705882352941177,"(65.0, 'Rh')","(80.0, 'Al')",15.0
2393,Al,Pd,0.12745098039215685,"(80.0, 'Al')","(69.0, 'Pd')",11.0
2394,Pd,Al,0.12745098039215685,"(69.0, 'Pd')","(80.0, 'Al')",11.0
2395,Al,Ag,0.10784313725490197,"(80.0, 'Al')","(71.0, 'Ag')",9.0
2396,Ag,Al,0.10784313725490197,"(71.0, 'Ag')","(80.0, 'Al')",9.0
2397,Al,Cd,0.029411764705882353,"(80.0, 'Al')","(75.0, 'Cd')",5.0
2398,Cd,Al,0.029411764705882353,"(75.0, 'Cd')","(80.0, 'Al')",5.0
2399,Al,In,0.0196078431372549,"(80.0, 'Al')","(79.0, 'In')",1.0
2400,In,Al,0.0196078431372549,"(79.0, 'In')","(80.0, 'Al')",1.0
2401,Al,Sn,0.049019607843137254,"(80.0, 'Al')","(83.0, 'Sn')",3.0
2402,Sn,Al,0.049019607843137254,"(83.0, 'Sn')","(80.0, 'Al')",3.0
2403,Al,Sb,0.12745098039215685,"(80.0, 'Al')","(88.0, 'Sb')",8.0
2404,Sb,Al,0.12745098039215685,"(88.0, 'Sb')","(80.0, 'Al')",8.0
2405,Al,Te,0.1568627450980392,"(80.0, 'Al')","(92.0, 'Te')",12.0
2406,Te,Al,0.1568627450980392,"(92.0, 'Te')","(80.0, 'Al')",12.0
2407,Al,I,0.20588235294117646,"(80.0, 'Al')","(97.0, 'I')",17.0
2408,I,Al,0.20588235294117646,"(97.0, 'I')","(80.0, 'Al')",17.0
2409,Al,Xe,0.7156862745098039,"(80.0, 'Al')","(5.0, 'Xe')",75.0
2410,Xe,Al,0.7156862745098039,"(5.0, 'Xe')","(80.0, 'Al')",75.0
2411,Al,Cs,0.6862745098039216,"(80.0, 'Al')","(8.0, 'Cs')",72.0
2412,Cs,Al,0.6862745098039216,"(8.0, 'Cs')","(80.0, 'Al')",72.0
2413,Al,Ba,0.6274509803921569,"(80.0, 'Al')","(14.0, 'Ba')",66.0
2414,Ba,Al,0.6274509803921569,"(14.0, 'Ba')","(80.0, 'Al')",66.0
2415,Al,La,0.45098039215686275,"(80.0, 'Al')","(33.0, 'La')",47.0
2416,La,Al,0.45098039215686275,"(33.0, 'La')","(80.0, 'Al')",47.0
2417,Al,Ce,0.46078431372549017,"(80.0, 'Al')","(32.0, 'Ce')",48.0
2418,Ce,Al,0.46078431372549017,"(32.0, 'Ce')","(80.0, 'Al')",48.0
2419,Al,Pr,0.47058823529411764,"(80.0, 'Al')","(31.0, 'Pr')",49.0
2420,Pr,Al,0.47058823529411764,"(31.0, 'Pr')","(80.0, 'Al')",49.0
2421,Al,Nd,0.4803921568627451,"(80.0, 'Al')","(30.0, 'Nd')",50.0
2422,Nd,Al,0.4803921568627451,"(30.0, 'Nd')","(80.0, 'Al')",50.0
2423,Al,Pm,0.49019607843137253,"(80.0, 'Al')","(29.0, 'Pm')",51.0
2424,Pm,Al,0.49019607843137253,"(29.0, 'Pm')","(80.0, 'Al')",51.0
2425,Al,Sm,0.5,"(80.0, 'Al')","(28.0, 'Sm')",52.0
2426,Sm,Al,0.5,"(28.0, 'Sm')","(80.0, 'Al')",52.0
2427,Al,Eu,0.5980392156862745,"(80.0, 'Al')","(18.0, 'Eu')",62.0
2428,Eu,Al,0.5980392156862745,"(18.0, 'Eu')","(80.0, 'Al')",62.0
2429,Al,Gd,0.5098039215686274,"(80.0, 'Al')","(27.0, 'Gd')",53.0
2430,Gd,Al,0.5098039215686274,"(27.0, 'Gd')","(80.0, 'Al')",53.0
2431,Al,Tb,0.5196078431372549,"(80.0, 'Al')","(26.0, 'Tb')",54.0
2432,Tb,Al,0.5196078431372549,"(26.0, 'Tb')","(80.0, 'Al')",54.0
2433,Al,Dy,0.5294117647058824,"(80.0, 'Al')","(24.0, 'Dy')",56.0
2434,Dy,Al,0.5294117647058824,"(24.0, 'Dy')","(80.0, 'Al')",56.0
2435,Al,Ho,0.5392156862745098,"(80.0, 'Al')","(23.0, 'Ho')",57.0
2436,Ho,Al,0.5392156862745098,"(23.0, 'Ho')","(80.0, 'Al')",57.0
2437,Al,Er,0.5490196078431373,"(80.0, 'Al')","(22.0, 'Er')",58.0
2438,Er,Al,0.5490196078431373,"(22.0, 'Er')","(80.0, 'Al')",58.0
2439,Al,Tm,0.5686274509803921,"(80.0, 'Al')","(21.0, 'Tm')",59.0
2440,Tm,Al,0.5686274509803921,"(21.0, 'Tm')","(80.0, 'Al')",59.0
2441,Al,Yb,0.5882352941176471,"(80.0, 'Al')","(17.0, 'Yb')",63.0
2442,Yb,Al,0.5882352941176471,"(17.0, 'Yb')","(80.0, 'Al')",63.0
2443,Al,Lu,0.5784313725490197,"(80.0, 'Al')","(20.0, 'Lu')",60.0
2444,Lu,Al,0.5784313725490197,"(20.0, 'Lu')","(80.0, 'Al')",60.0
2445,Al,Hf,0.27450980392156865,"(80.0, 'Al')","(50.0, 'Hf')",30.0
2446,Hf,Al,0.27450980392156865,"(50.0, 'Hf')","(80.0, 'Al')",30.0
2447,Al,Ta,0.2549019607843137,"(80.0, 'Al')","(52.0, 'Ta')",28.0
2448,Ta,Al,0.2549019607843137,"(52.0, 'Ta')","(80.0, 'Al')",28.0
2449,Al,W,0.20588235294117646,"(80.0, 'Al')","(55.0, 'W')",25.0
2450,W,Al,0.20588235294117646,"(55.0, 'W')","(80.0, 'Al')",25.0
2451,Al,Re,0.19607843137254902,"(80.0, 'Al')","(58.0, 'Re')",22.0
2452,Re,Al,0.19607843137254902,"(58.0, 'Re')","(80.0, 'Al')",22.0
2453,Al,Os,0.17647058823529413,"(80.0, 'Al')","(63.0, 'Os')",17.0
2454,Os,Al,0.17647058823529413,"(63.0, 'Os')","(80.0, 'Al')",17.0
2455,Al,Ir,0.1568627450980392,"(80.0, 'Al')","(66.0, 'Ir')",14.0
2456,Ir,Al,0.1568627450980392,"(66.0, 'Ir')","(80.0, 'Al')",14.0
2457,Al,Pt,0.13725490196078433,"(80.0, 'Al')","(68.0, 'Pt')",12.0
2458,Pt,Al,0.13725490196078433,"(68.0, 'Pt')","(80.0, 'Al')",12.0
2459,Al,Au,0.11764705882352941,"(80.0, 'Al')","(70.0, 'Au')",10.0
2460,Au,Al,0.11764705882352941,"(70.0, 'Au')","(80.0, 'Al')",10.0
2461,Al,Hg,0.0196078431372549,"(80.0, 'Al')","(74.0, 'Hg')",6.0
2462,Hg,Al,0.0196078431372549,"(74.0, 'Hg')","(80.0, 'Al')",6.0
2463,Al,Tl,0.029411764705882353,"(80.0, 'Al')","(78.0, 'Tl')",2.0
2464,Tl,Al,0.029411764705882353,"(78.0, 'Tl')","(80.0, 'Al')",2.0
2465,Al,Pb,0.0392156862745098,"(80.0, 'Al')","(82.0, 'Pb')",2.0
2466,Pb,Al,0.0392156862745098,"(82.0, 'Pb')","(80.0, 'Al')",2.0
2467,Al,Bi,0.13725490196078433,"(80.0, 'Al')","(87.0, 'Bi')",7.0
2468,Bi,Al,0.13725490196078433,"(87.0, 'Bi')","(80.0, 'Al')",7.0
2469,Al,Po,0.14705882352941177,"(80.0, 'Al')","(91.0, 'Po')",11.0
2470,Po,Al,0.14705882352941177,"(91.0, 'Po')","(80.0, 'Al')",11.0
2471,Al,At,0.19607843137254902,"(80.0, 'Al')","(96.0, 'At')",16.0
2472,At,Al,0.19607843137254902,"(96.0, 'At')","(80.0, 'Al')",16.0
2473,Al,Rn,0.7058823529411765,"(80.0, 'Al')","(6.0, 'Rn')",74.0
2474,Rn,Al,0.7058823529411765,"(6.0, 'Rn')","(80.0, 'Al')",74.0
2475,Al,Fr,0.696078431372549,"(80.0, 'Al')","(7.0, 'Fr')",73.0
2476,Fr,Al,0.696078431372549,"(7.0, 'Fr')","(80.0, 'Al')",73.0
2477,Al,Ra,0.6372549019607843,"(80.0, 'Al')","(13.0, 'Ra')",67.0
2478,Ra,Al,0.6372549019607843,"(13.0, 'Ra')","(80.0, 'Al')",67.0
2479,Al,Ac,0.4411764705882353,"(80.0, 'Al')","(48.0, 'Ac')",32.0
2480,Ac,Al,0.4411764705882353,"(48.0, 'Ac')","(80.0, 'Al')",32.0
2481,Al,Th,0.43137254901960786,"(80.0, 'Al')","(47.0, 'Th')",33.0
2482,Th,Al,0.43137254901960786,"(47.0, 'Th')","(80.0, 'Al')",33.0
2483,Al,Pa,0.4215686274509804,"(80.0, 'Al')","(46.0, 'Pa')",34.0
2484,Pa,Al,0.4215686274509804,"(46.0, 'Pa')","(80.0, 'Al')",34.0
2485,Al,U,0.4117647058823529,"(80.0, 'Al')","(45.0, 'U')",35.0
2486,U,Al,0.4117647058823529,"(45.0, 'U')","(80.0, 'Al')",35.0
2487,Al,Np,0.4019607843137255,"(80.0, 'Al')","(44.0, 'Np')",36.0
2488,Np,Al,0.4019607843137255,"(44.0, 'Np')","(80.0, 'Al')",36.0
2489,Al,Pu,0.39215686274509803,"(80.0, 'Al')","(43.0, 'Pu')",37.0
2490,Pu,Al,0.39215686274509803,"(43.0, 'Pu')","(80.0, 'Al')",37.0
2491,Al,Am,0.38235294117647056,"(80.0, 'Al')","(42.0, 'Am')",38.0
2492,Am,Al,0.38235294117647056,"(42.0, 'Am')","(80.0, 'Al')",38.0
2493,Al,Cm,0.37254901960784315,"(80.0, 'Al')","(41.0, 'Cm')",39.0
2494,Cm,Al,0.37254901960784315,"(41.0, 'Cm')","(80.0, 'Al')",39.0
2495,Al,Bk,0.3627450980392157,"(80.0, 'Al')","(40.0, 'Bk')",40.0
2496,Bk,Al,0.3627450980392157,"(40.0, 'Bk')","(80.0, 'Al')",40.0
2497,Al,Cf,0.35294117647058826,"(80.0, 'Al')","(39.0, 'Cf')",41.0
2498,Cf,Al,0.35294117647058826,"(39.0, 'Cf')","(80.0, 'Al')",41.0
2499,Al,Es,0.3431372549019608,"(80.0, 'Al')","(38.0, 'Es')",42.0
2500,Es,Al,0.3431372549019608,"(38.0, 'Es')","(80.0, 'Al')",42.0
2501,Al,Fm,0.3333333333333333,"(80.0, 'Al')","(37.0, 'Fm')",43.0
2502,Fm,Al,0.3333333333333333,"(37.0, 'Fm')","(80.0, 'Al')",43.0
2503,Al,Md,0.3235294117647059,"(80.0, 'Al')","(36.0, 'Md')",44.0
2504,Md,Al,0.3235294117647059,"(36.0, 'Md')","(80.0, 'Al')",44.0
2505,Al,No,0.3137254901960784,"(80.0, 'Al')","(35.0, 'No')",45.0
2506,No,Al,0.3137254901960784,"(35.0, 'No')","(80.0, 'Al')",45.0
2507,Al,Lr,0.30392156862745096,"(80.0, 'Al')","(34.0, 'Lr')",46.0
2508,Lr,Al,0.30392156862745096,"(34.0, 'Lr')","(80.0, 'Al')",46.0
2509,Si,Si,0.0,"(85.0, 'Si')","(85.0, 'Si')",0.0
2510,Si,P,0.0392156862745098,"(85.0, 'Si')","(90.0, 'P')",5.0
2511,P,Si,0.0392156862745098,"(90.0, 'P')","(85.0, 'Si')",5.0
2512,Si,S,0.10784313725490197,"(85.0, 'Si')","(94.0, 'S')",9.0
2513,S,Si,0.10784313725490197,"(94.0, 'S')","(85.0, 'Si')",9.0
2514,Si,Cl,0.1568627450980392,"(85.0, 'Si')","(99.0, 'Cl')",14.0
2515,Cl,Si,0.1568627450980392,"(99.0, 'Cl')","(85.0, 'Si')",14.0
2516,Si,Ar,0.803921568627451,"(85.0, 'Si')","(3.0, 'Ar')",82.0
2517,Ar,Si,0.803921568627451,"(3.0, 'Ar')","(85.0, 'Si')",82.0
2518,Si,K,0.7352941176470589,"(85.0, 'Si')","(10.0, 'K')",75.0
2519,K,Si,0.7352941176470589,"(10.0, 'K')","(85.0, 'Si')",75.0
2520,Si,Ca,0.6764705882352942,"(85.0, 'Si')","(16.0, 'Ca')",69.0
2521,Ca,Si,0.6764705882352942,"(16.0, 'Ca')","(85.0, 'Si')",69.0
