,ele_1,ele_2,pearson_corr,mend_1,mend_2,mend_diff
7690,No,In,0.6046759497626386,"(35.0, 'No')","(79.0, 'In')",44.0
7691,In,Lr,0.5076086515093308,"(79.0, 'In')","(34.0, 'Lr')",45.0
7692,Lr,In,0.5076086515093308,"(34.0, 'Lr')","(79.0, 'In')",45.0
7693,Sn,Sn,1.0,"(83.0, 'Sn')","(83.0, 'Sn')",0.0
7694,Sn,Sb,0.7210789794814978,"(83.0, 'Sn')","(88.0, 'Sb')",5.0
7695,Sb,Sn,0.7210789794814978,"(88.0, 'Sb')","(83.0, 'Sn')",5.0
7696,Sn,Te,0.6141456694602354,"(83.0, 'Sn')","(92.0, 'Te')",9.0
7697,Te,Sn,0.6141456694602354,"(92.0, 'Te')","(83.0, 'Sn')",9.0
7698,Sn,I,0.49090337881454804,"(83.0, 'Sn')","(97.0, 'I')",14.0
7699,I,Sn,0.49090337881454804,"(97.0, 'I')","(83.0, 'Sn')",14.0
7700,Sn,Xe,0.39421326323482403,"(83.0, 'Sn')","(5.0, 'Xe')",78.0
7701,Xe,Sn,0.39421326323482403,"(5.0, 'Xe')","(83.0, 'Sn')",78.0
7702,Sn,Cs,0.32331584099617866,"(83.0, 'Sn')","(8.0, 'Cs')",75.0
7703,Cs,Sn,0.32331584099617866,"(8.0, 'Cs')","(83.0, 'Sn')",75.0
7704,Sn,Ba,0.2560574853597373,"(83.0, 'Sn')","(14.0, 'Ba')",69.0
7705,Ba,Sn,0.2560574853597373,"(14.0, 'Ba')","(83.0, 'Sn')",69.0
7706,Sn,La,0.17983842953072277,"(83.0, 'Sn')","(33.0, 'La')",50.0
7707,La,Sn,0.17983842953072277,"(33.0, 'La')","(83.0, 'Sn')",50.0
7708,Sn,Ce,0.2575610491644774,"(83.0, 'Sn')","(32.0, 'Ce')",51.0
7709,Ce,Sn,0.2575610491644774,"(32.0, 'Ce')","(83.0, 'Sn')",51.0
7710,Sn,Pr,0.08427024446601578,"(83.0, 'Sn')","(31.0, 'Pr')",52.0
7711,Pr,Sn,0.08427024446601578,"(31.0, 'Pr')","(83.0, 'Sn')",52.0
7712,Sn,Nd,0.21589626987961458,"(83.0, 'Sn')","(30.0, 'Nd')",53.0
7713,Nd,Sn,0.21589626987961458,"(30.0, 'Nd')","(83.0, 'Sn')",53.0
7714,Sn,Pm,0.1532022296325355,"(83.0, 'Sn')","(29.0, 'Pm')",54.0
7715,Pm,Sn,0.1532022296325355,"(29.0, 'Pm')","(83.0, 'Sn')",54.0
7716,Sn,Sm,0.1174785597633046,"(83.0, 'Sn')","(28.0, 'Sm')",55.0
7717,Sm,Sn,0.1174785597633046,"(28.0, 'Sm')","(83.0, 'Sn')",55.0
7718,Sn,Eu,0.23344266420517787,"(83.0, 'Sn')","(18.0, 'Eu')",65.0
7719,Eu,Sn,0.23344266420517787,"(18.0, 'Eu')","(83.0, 'Sn')",65.0
7720,Sn,Gd,0.08403290464207092,"(83.0, 'Sn')","(27.0, 'Gd')",56.0
7721,Gd,Sn,0.08403290464207092,"(27.0, 'Gd')","(83.0, 'Sn')",56.0
7722,Sn,Tb,0.0002517773422913705,"(83.0, 'Sn')","(26.0, 'Tb')",57.0
7723,Tb,Sn,0.0002517773422913705,"(26.0, 'Tb')","(83.0, 'Sn')",57.0
7724,Sn,Dy,0.038026910887302916,"(83.0, 'Sn')","(24.0, 'Dy')",59.0
7725,Dy,Sn,0.038026910887302916,"(24.0, 'Dy')","(83.0, 'Sn')",59.0
7726,Sn,Ho,0.005816336587292576,"(83.0, 'Sn')","(23.0, 'Ho')",60.0
7727,Ho,Sn,0.005816336587292576,"(23.0, 'Ho')","(83.0, 'Sn')",60.0
7728,Sn,Er,0.13881136119213208,"(83.0, 'Sn')","(22.0, 'Er')",61.0
7729,Er,Sn,0.13881136119213208,"(22.0, 'Er')","(83.0, 'Sn')",61.0
7730,Sn,Tm,0.11909130168219798,"(83.0, 'Sn')","(21.0, 'Tm')",62.0
7731,Tm,Sn,0.11909130168219798,"(21.0, 'Tm')","(83.0, 'Sn')",62.0
7732,Sn,Yb,0.2525138006680949,"(83.0, 'Sn')","(17.0, 'Yb')",66.0
7733,Yb,Sn,0.2525138006680949,"(17.0, 'Yb')","(83.0, 'Sn')",66.0
7734,Sn,Lu,0.07339197407916744,"(83.0, 'Sn')","(20.0, 'Lu')",63.0
7735,Lu,Sn,0.07339197407916744,"(20.0, 'Lu')","(83.0, 'Sn')",63.0
7736,Sn,Hf,0.4773632943832239,"(83.0, 'Sn')","(50.0, 'Hf')",33.0
7737,Hf,Sn,0.4773632943832239,"(50.0, 'Hf')","(83.0, 'Sn')",33.0
7738,Sn,Ta,0.5390816220038586,"(83.0, 'Sn')","(52.0, 'Ta')",31.0
7739,Ta,Sn,0.5390816220038586,"(52.0, 'Ta')","(83.0, 'Sn')",31.0
7740,Sn,W,0.5325337256104141,"(83.0, 'Sn')","(55.0, 'W')",28.0
7741,W,Sn,0.5325337256104141,"(55.0, 'W')","(83.0, 'Sn')",28.0
7742,Sn,Re,0.3339639678426873,"(83.0, 'Sn')","(58.0, 'Re')",25.0
7743,Re,Sn,0.3339639678426873,"(58.0, 'Re')","(83.0, 'Sn')",25.0
7744,Sn,Os,0.3753824426393357,"(83.0, 'Sn')","(63.0, 'Os')",20.0
7745,Os,Sn,0.3753824426393357,"(63.0, 'Os')","(83.0, 'Sn')",20.0
7746,Sn,Ir,0.20226023700340054,"(83.0, 'Sn')","(66.0, 'Ir')",17.0
7747,Ir,Sn,0.20226023700340054,"(66.0, 'Ir')","(83.0, 'Sn')",17.0
7748,Sn,Pt,0.4019948894003497,"(83.0, 'Sn')","(68.0, 'Pt')",15.0
7749,Pt,Sn,0.4019948894003497,"(68.0, 'Pt')","(83.0, 'Sn')",15.0
7750,Sn,Au,0.4908935427272014,"(83.0, 'Sn')","(70.0, 'Au')",13.0
7751,Au,Sn,0.4908935427272014,"(70.0, 'Au')","(83.0, 'Sn')",13.0
7752,Sn,Hg,0.24814137756644497,"(83.0, 'Sn')","(74.0, 'Hg')",9.0
7753,Hg,Sn,0.24814137756644497,"(74.0, 'Hg')","(83.0, 'Sn')",9.0
7754,Sn,Tl,0.4590637844855768,"(83.0, 'Sn')","(78.0, 'Tl')",5.0
7755,Tl,Sn,0.4590637844855768,"(78.0, 'Tl')","(83.0, 'Sn')",5.0
7756,Sn,Pb,0.8612837300901044,"(83.0, 'Sn')","(82.0, 'Pb')",1.0
7757,Pb,Sn,0.8612837300901044,"(82.0, 'Pb')","(83.0, 'Sn')",1.0
7758,Sn,Bi,0.6720599693825182,"(83.0, 'Sn')","(87.0, 'Bi')",4.0
7759,Bi,Sn,0.6720599693825182,"(87.0, 'Bi')","(83.0, 'Sn')",4.0
7760,Sn,Po,0.3661597304470415,"(83.0, 'Sn')","(91.0, 'Po')",8.0
7761,Po,Sn,0.3661597304470415,"(91.0, 'Po')","(83.0, 'Sn')",8.0
7762,Sn,At,0.6032146207368783,"(83.0, 'Sn')","(96.0, 'At')",13.0
7763,At,Sn,0.6032146207368783,"(96.0, 'At')","(83.0, 'Sn')",13.0
7764,Sn,Rn,0.14199795450408573,"(83.0, 'Sn')","(6.0, 'Rn')",77.0
7765,Rn,Sn,0.14199795450408573,"(6.0, 'Rn')","(83.0, 'Sn')",77.0
7766,Sn,Fr,0.32945904010014104,"(83.0, 'Sn')","(7.0, 'Fr')",76.0
7767,Fr,Sn,0.32945904010014104,"(7.0, 'Fr')","(83.0, 'Sn')",76.0
7768,Sn,Ra,0.1767522370432486,"(83.0, 'Sn')","(13.0, 'Ra')",70.0
7769,Ra,Sn,0.1767522370432486,"(13.0, 'Ra')","(83.0, 'Sn')",70.0
7770,Sn,Ac,0.14807827757565523,"(83.0, 'Sn')","(48.0, 'Ac')",35.0
7771,Ac,Sn,0.14807827757565523,"(48.0, 'Ac')","(83.0, 'Sn')",35.0
7772,Sn,Th,0.4283861459359637,"(83.0, 'Sn')","(47.0, 'Th')",36.0
7773,Th,Sn,0.4283861459359637,"(47.0, 'Th')","(83.0, 'Sn')",36.0
7774,Sn,Pa,0.34407490837866145,"(83.0, 'Sn')","(46.0, 'Pa')",37.0
7775,Pa,Sn,0.34407490837866145,"(46.0, 'Pa')","(83.0, 'Sn')",37.0
7776,Sn,U,0.47200431397469617,"(83.0, 'Sn')","(45.0, 'U')",38.0
7777,U,Sn,0.47200431397469617,"(45.0, 'U')","(83.0, 'Sn')",38.0
7778,Sn,Np,0.1432114548363909,"(83.0, 'Sn')","(44.0, 'Np')",39.0
7779,Np,Sn,0.1432114548363909,"(44.0, 'Np')","(83.0, 'Sn')",39.0
7780,Sn,Pu,0.12280248988695072,"(83.0, 'Sn')","(43.0, 'Pu')",40.0
7781,Pu,Sn,0.12280248988695072,"(43.0, 'Pu')","(83.0, 'Sn')",40.0
7782,Sn,Am,0.1413200049925261,"(83.0, 'Sn')","(42.0, 'Am')",41.0
7783,Am,Sn,0.1413200049925261,"(42.0, 'Am')","(83.0, 'Sn')",41.0
7784,Sn,Cm,0.38175234524785195,"(83.0, 'Sn')","(41.0, 'Cm')",42.0
7785,Cm,Sn,0.38175234524785195,"(41.0, 'Cm')","(83.0, 'Sn')",42.0
7786,Sn,Bk,0.3858772963884996,"(83.0, 'Sn')","(40.0, 'Bk')",43.0
7787,Bk,Sn,0.3858772963884996,"(40.0, 'Bk')","(83.0, 'Sn')",43.0
7788,Sn,Cf,0.6522601598979278,"(83.0, 'Sn')","(39.0, 'Cf')",44.0
7789,Cf,Sn,0.6522601598979278,"(39.0, 'Cf')","(83.0, 'Sn')",44.0
7790,Sn,Es,0.40266716626603566,"(83.0, 'Sn')","(38.0, 'Es')",45.0
7791,Es,Sn,0.40266716626603566,"(38.0, 'Es')","(83.0, 'Sn')",45.0
7792,Sn,Fm,0.37211618907012123,"(83.0, 'Sn')","(37.0, 'Fm')",46.0
7793,Fm,Sn,0.37211618907012123,"(37.0, 'Fm')","(83.0, 'Sn')",46.0
7794,Sn,Md,0.01329353959995069,"(83.0, 'Sn')","(36.0, 'Md')",47.0
7795,Md,Sn,0.01329353959995069,"(36.0, 'Md')","(83.0, 'Sn')",47.0
7796,Sn,No,0.569311579318271,"(83.0, 'Sn')","(35.0, 'No')",48.0
7797,No,Sn,0.569311579318271,"(35.0, 'No')","(83.0, 'Sn')",48.0
7798,Sn,Lr,0.2563419493040713,"(83.0, 'Sn')","(34.0, 'Lr')",49.0
7799,Lr,Sn,0.2563419493040713,"(34.0, 'Lr')","(83.0, 'Sn')",49.0
7800,Sb,Sb,1.0,"(88.0, 'Sb')","(88.0, 'Sb')",0.0
7801,Sb,Te,0.6798798538504986,"(88.0, 'Sb')","(92.0, 'Te')",4.0
7802,Te,Sb,0.6798798538504986,"(92.0, 'Te')","(88.0, 'Sb')",4.0
7803,Sb,I,0.405051150267454,"(88.0, 'Sb')","(97.0, 'I')",9.0
7804,I,Sb,0.405051150267454,"(97.0, 'I')","(88.0, 'Sb')",9.0
7805,Sb,Xe,0.23087895954746407,"(88.0, 'Sb')","(5.0, 'Xe')",83.0
7806,Xe,Sb,0.23087895954746407,"(5.0, 'Xe')","(88.0, 'Sb')",83.0
7807,Sb,Cs,0.2726923969165773,"(88.0, 'Sb')","(8.0, 'Cs')",80.0
7808,Cs,Sb,0.2726923969165773,"(8.0, 'Cs')","(88.0, 'Sb')",80.0
7809,Sb,Ba,0.10931386179303659,"(88.0, 'Sb')","(14.0, 'Ba')",74.0
7810,Ba,Sb,0.10931386179303659,"(14.0, 'Ba')","(88.0, 'Sb')",74.0
7811,Sb,La,0.266804846850099,"(88.0, 'Sb')","(33.0, 'La')",55.0
7812,La,Sb,0.266804846850099,"(33.0, 'La')","(88.0, 'Sb')",55.0
7813,Sb,Ce,0.22783125577517654,"(88.0, 'Sb')","(32.0, 'Ce')",56.0
7814,Ce,Sb,0.22783125577517654,"(32.0, 'Ce')","(88.0, 'Sb')",56.0
7815,Sb,Pr,0.14664088704306988,"(88.0, 'Sb')","(31.0, 'Pr')",57.0
7816,Pr,Sb,0.14664088704306988,"(31.0, 'Pr')","(88.0, 'Sb')",57.0
7817,Sb,Nd,0.17834890064794584,"(88.0, 'Sb')","(30.0, 'Nd')",58.0
7818,Nd,Sb,0.17834890064794584,"(30.0, 'Nd')","(88.0, 'Sb')",58.0
7819,Sb,Pm,0.2494877716985171,"(88.0, 'Sb')","(29.0, 'Pm')",59.0
7820,Pm,Sb,0.2494877716985171,"(29.0, 'Pm')","(88.0, 'Sb')",59.0
7821,Sb,Sm,0.2035127452420218,"(88.0, 'Sb')","(28.0, 'Sm')",60.0
7822,Sm,Sb,0.2035127452420218,"(28.0, 'Sm')","(88.0, 'Sb')",60.0
7823,Sb,Eu,0.11848319377138007,"(88.0, 'Sb')","(18.0, 'Eu')",70.0
7824,Eu,Sb,0.11848319377138007,"(18.0, 'Eu')","(88.0, 'Sb')",70.0
7825,Sb,Gd,0.1796882219721624,"(88.0, 'Sb')","(27.0, 'Gd')",61.0
7826,Gd,Sb,0.1796882219721624,"(27.0, 'Gd')","(88.0, 'Sb')",61.0
7827,Sb,Tb,0.13239449768308412,"(88.0, 'Sb')","(26.0, 'Tb')",62.0
7828,Tb,Sb,0.13239449768308412,"(26.0, 'Tb')","(88.0, 'Sb')",62.0
7829,Sb,Dy,0.15984911826088954,"(88.0, 'Sb')","(24.0, 'Dy')",64.0
7830,Dy,Sb,0.15984911826088954,"(24.0, 'Dy')","(88.0, 'Sb')",64.0
7831,Sb,Ho,0.12342479818588728,"(88.0, 'Sb')","(23.0, 'Ho')",65.0
7832,Ho,Sb,0.12342479818588728,"(23.0, 'Ho')","(88.0, 'Sb')",65.0
7833,Sb,Er,0.23980028863952368,"(88.0, 'Sb')","(22.0, 'Er')",66.0
7834,Er,Sb,0.23980028863952368,"(22.0, 'Er')","(88.0, 'Sb')",66.0
7835,Sb,Tm,0.18727574756009374,"(88.0, 'Sb')","(21.0, 'Tm')",67.0
7836,Tm,Sb,0.18727574756009374,"(21.0, 'Tm')","(88.0, 'Sb')",67.0
7837,Sb,Yb,0.13249600393346073,"(88.0, 'Sb')","(17.0, 'Yb')",71.0
7838,Yb,Sb,0.13249600393346073,"(17.0, 'Yb')","(88.0, 'Sb')",71.0
7839,Sb,Lu,0.1955039835288394,"(88.0, 'Sb')","(20.0, 'Lu')",68.0
7840,Lu,Sb,0.1955039835288394,"(20.0, 'Lu')","(88.0, 'Sb')",68.0
7841,Sb,Hf,0.3023113353410401,"(88.0, 'Sb')","(50.0, 'Hf')",38.0
7842,Hf,Sb,0.3023113353410401,"(50.0, 'Hf')","(88.0, 'Sb')",38.0
7843,Sb,Ta,0.5752471791150715,"(88.0, 'Sb')","(52.0, 'Ta')",36.0
7844,Ta,Sb,0.5752471791150715,"(52.0, 'Ta')","(88.0, 'Sb')",36.0
7845,Sb,W,0.392994956950638,"(88.0, 'Sb')","(55.0, 'W')",33.0
7846,W,Sb,0.392994956950638,"(55.0, 'W')","(88.0, 'Sb')",33.0
7847,Sb,Re,0.3619804714761554,"(88.0, 'Sb')","(58.0, 'Re')",30.0
7848,Re,Sb,0.3619804714761554,"(58.0, 'Re')","(88.0, 'Sb')",30.0
7849,Sb,Os,0.2685440992099703,"(88.0, 'Sb')","(63.0, 'Os')",25.0
7850,Os,Sb,0.2685440992099703,"(63.0, 'Os')","(88.0, 'Sb')",25.0
7851,Sb,Ir,0.28513411051062837,"(88.0, 'Sb')","(66.0, 'Ir')",22.0
7852,Ir,Sb,0.28513411051062837,"(66.0, 'Ir')","(88.0, 'Sb')",22.0
7853,Sb,Pt,0.25016497944185684,"(88.0, 'Sb')","(68.0, 'Pt')",20.0
7854,Pt,Sb,0.25016497944185684,"(68.0, 'Pt')","(88.0, 'Sb')",20.0
7855,Sb,Au,0.36895478783008306,"(88.0, 'Sb')","(70.0, 'Au')",18.0
7856,Au,Sb,0.36895478783008306,"(70.0, 'Au')","(88.0, 'Sb')",18.0
7857,Sb,Hg,0.209471226923248,"(88.0, 'Sb')","(74.0, 'Hg')",14.0
7858,Hg,Sb,0.209471226923248,"(74.0, 'Hg')","(88.0, 'Sb')",14.0
7859,Sb,Tl,0.4467901443719654,"(88.0, 'Sb')","(78.0, 'Tl')",10.0
7860,Tl,Sb,0.4467901443719654,"(78.0, 'Tl')","(88.0, 'Sb')",10.0
7861,Sb,Pb,0.5420286062696898,"(88.0, 'Sb')","(82.0, 'Pb')",6.0
7862,Pb,Sb,0.5420286062696898,"(82.0, 'Pb')","(88.0, 'Sb')",6.0
7863,Sb,Bi,0.8757462718352286,"(88.0, 'Sb')","(87.0, 'Bi')",1.0
7864,Bi,Sb,0.8757462718352286,"(87.0, 'Bi')","(88.0, 'Sb')",1.0
7865,Sb,Po,0.5710966766089871,"(88.0, 'Sb')","(91.0, 'Po')",3.0
7866,Po,Sb,0.5710966766089871,"(91.0, 'Po')","(88.0, 'Sb')",3.0
7867,Sb,At,0.6437848811257045,"(88.0, 'Sb')","(96.0, 'At')",8.0
7868,At,Sb,0.6437848811257045,"(96.0, 'At')","(88.0, 'Sb')",8.0
7869,Sb,Rn,0.2145506385548796,"(88.0, 'Sb')","(6.0, 'Rn')",82.0
7870,Rn,Sb,0.2145506385548796,"(6.0, 'Rn')","(88.0, 'Sb')",82.0
7871,Sb,Fr,0.35134657299744687,"(88.0, 'Sb')","(7.0, 'Fr')",81.0
7872,Fr,Sb,0.35134657299744687,"(7.0, 'Fr')","(88.0, 'Sb')",81.0
7873,Sb,Ra,0.24457421907345897,"(88.0, 'Sb')","(13.0, 'Ra')",75.0
7874,Ra,Sb,0.24457421907345897,"(13.0, 'Ra')","(88.0, 'Sb')",75.0
7875,Sb,Ac,0.18911542350906085,"(88.0, 'Sb')","(48.0, 'Ac')",40.0
7876,Ac,Sb,0.18911542350906085,"(48.0, 'Ac')","(88.0, 'Sb')",40.0
7877,Sb,Th,0.23562920405207555,"(88.0, 'Sb')","(47.0, 'Th')",41.0
7878,Th,Sb,0.23562920405207555,"(47.0, 'Th')","(88.0, 'Sb')",41.0
7879,Sb,Pa,0.45511866294688286,"(88.0, 'Sb')","(46.0, 'Pa')",42.0
7880,Pa,Sb,0.45511866294688286,"(46.0, 'Pa')","(88.0, 'Sb')",42.0
7881,Sb,U,0.2735025442158173,"(88.0, 'Sb')","(45.0, 'U')",43.0
7882,U,Sb,0.2735025442158173,"(45.0, 'U')","(88.0, 'Sb')",43.0
7883,Sb,Np,0.18038474533281515,"(88.0, 'Sb')","(44.0, 'Np')",44.0
7884,Np,Sb,0.18038474533281515,"(44.0, 'Np')","(88.0, 'Sb')",44.0
7885,Sb,Pu,0.12375552921706359,"(88.0, 'Sb')","(43.0, 'Pu')",45.0
7886,Pu,Sb,0.12375552921706359,"(43.0, 'Pu')","(88.0, 'Sb')",45.0
7887,Sb,Am,0.2538552685874995,"(88.0, 'Sb')","(42.0, 'Am')",46.0
7888,Am,Sb,0.2538552685874995,"(42.0, 'Am')","(88.0, 'Sb')",46.0
7889,Sb,Cm,0.25503303736134575,"(88.0, 'Sb')","(41.0, 'Cm')",47.0
7890,Cm,Sb,0.25503303736134575,"(41.0, 'Cm')","(88.0, 'Sb')",47.0
7891,Sb,Bk,0.22199372623675562,"(88.0, 'Sb')","(40.0, 'Bk')",48.0
7892,Bk,Sb,0.22199372623675562,"(40.0, 'Bk')","(88.0, 'Sb')",48.0
7893,Sb,Cf,0.42222633607136273,"(88.0, 'Sb')","(39.0, 'Cf')",49.0
7894,Cf,Sb,0.42222633607136273,"(39.0, 'Cf')","(88.0, 'Sb')",49.0
7895,Sb,Es,0.2885354683279291,"(88.0, 'Sb')","(38.0, 'Es')",50.0
7896,Es,Sb,0.2885354683279291,"(38.0, 'Es')","(88.0, 'Sb')",50.0
7897,Sb,Fm,0.37043817817582914,"(88.0, 'Sb')","(37.0, 'Fm')",51.0
7898,Fm,Sb,0.37043817817582914,"(37.0, 'Fm')","(88.0, 'Sb')",51.0
7899,Sb,Md,-0.06743076873478987,"(88.0, 'Sb')","(36.0, 'Md')",52.0
7900,Md,Sb,-0.06743076873478987,"(36.0, 'Md')","(88.0, 'Sb')",52.0
7901,Sb,No,0.5572329168031653,"(88.0, 'Sb')","(35.0, 'No')",53.0
7902,No,Sb,0.5572329168031653,"(35.0, 'No')","(88.0, 'Sb')",53.0
7903,Sb,Lr,0.32512386654883696,"(88.0, 'Sb')","(34.0, 'Lr')",54.0
7904,Lr,Sb,0.32512386654883696,"(34.0, 'Lr')","(88.0, 'Sb')",54.0
7905,Te,Te,1.0,"(92.0, 'Te')","(92.0, 'Te')",0.0
7906,Te,I,0.4801470911739113,"(92.0, 'Te')","(97.0, 'I')",5.0
7907,I,Te,0.4801470911739113,"(97.0, 'I')","(92.0, 'Te')",5.0
7908,Te,Xe,0.40879223677177423,"(92.0, 'Te')","(5.0, 'Xe')",87.0
7909,Xe,Te,0.40879223677177423,"(5.0, 'Xe')","(92.0, 'Te')",87.0
7910,Te,Cs,0.30760084643843405,"(92.0, 'Te')","(8.0, 'Cs')",84.0
7911,Cs,Te,0.30760084643843405,"(8.0, 'Cs')","(92.0, 'Te')",84.0
7912,Te,Ba,0.22589689905977237,"(92.0, 'Te')","(14.0, 'Ba')",78.0
7913,Ba,Te,0.22589689905977237,"(14.0, 'Ba')","(92.0, 'Te')",78.0
7914,Te,La,0.1401710122260971,"(92.0, 'Te')","(33.0, 'La')",59.0
7915,La,Te,0.1401710122260971,"(33.0, 'La')","(92.0, 'Te')",59.0
7916,Te,Ce,0.08302594711729004,"(92.0, 'Te')","(32.0, 'Ce')",60.0
7917,Ce,Te,0.08302594711729004,"(32.0, 'Ce')","(92.0, 'Te')",60.0
7918,Te,Pr,-0.018429878433528602,"(92.0, 'Te')","(31.0, 'Pr')",61.0
7919,Pr,Te,-0.018429878433528602,"(31.0, 'Pr')","(92.0, 'Te')",61.0
7920,Te,Nd,0.043812122107522514,"(92.0, 'Te')","(30.0, 'Nd')",62.0
7921,Nd,Te,0.043812122107522514,"(30.0, 'Nd')","(92.0, 'Te')",62.0
7922,Te,Pm,0.1459293252402617,"(92.0, 'Te')","(29.0, 'Pm')",63.0
7923,Pm,Te,0.1459293252402617,"(29.0, 'Pm')","(92.0, 'Te')",63.0
7924,Te,Sm,0.012712234324103414,"(92.0, 'Te')","(28.0, 'Sm')",64.0
7925,Sm,Te,0.012712234324103414,"(28.0, 'Sm')","(92.0, 'Te')",64.0
7926,Te,Eu,0.156284237702782,"(92.0, 'Te')","(18.0, 'Eu')",74.0
7927,Eu,Te,0.156284237702782,"(18.0, 'Eu')","(92.0, 'Te')",74.0
7928,Te,Gd,0.031960317863725884,"(92.0, 'Te')","(27.0, 'Gd')",65.0
7929,Gd,Te,0.031960317863725884,"(27.0, 'Gd')","(92.0, 'Te')",65.0
7930,Te,Tb,-0.02948399074006127,"(92.0, 'Te')","(26.0, 'Tb')",66.0
7931,Tb,Te,-0.02948399074006127,"(26.0, 'Tb')","(92.0, 'Te')",66.0
7932,Te,Dy,-0.02813430905616177,"(92.0, 'Te')","(24.0, 'Dy')",68.0
7933,Dy,Te,-0.02813430905616177,"(24.0, 'Dy')","(92.0, 'Te')",68.0
7934,Te,Ho,-0.048104759108996656,"(92.0, 'Te')","(23.0, 'Ho')",69.0
7935,Ho,Te,-0.048104759108996656,"(23.0, 'Ho')","(92.0, 'Te')",69.0
7936,Te,Er,0.02904610459222884,"(92.0, 'Te')","(22.0, 'Er')",70.0
7937,Er,Te,0.02904610459222884,"(22.0, 'Er')","(92.0, 'Te')",70.0
7938,Te,Tm,0.03429906601334571,"(92.0, 'Te')","(21.0, 'Tm')",71.0
7939,Tm,Te,0.03429906601334571,"(21.0, 'Tm')","(92.0, 'Te')",71.0
7940,Te,Yb,0.2978240531068711,"(92.0, 'Te')","(17.0, 'Yb')",75.0
7941,Yb,Te,0.2978240531068711,"(17.0, 'Yb')","(92.0, 'Te')",75.0
7942,Te,Lu,0.06792038174736013,"(92.0, 'Te')","(20.0, 'Lu')",72.0
7943,Lu,Te,0.06792038174736013,"(20.0, 'Lu')","(92.0, 'Te')",72.0
7944,Te,Hf,0.3127013558639908,"(92.0, 'Te')","(50.0, 'Hf')",42.0
7945,Hf,Te,0.3127013558639908,"(50.0, 'Hf')","(92.0, 'Te')",42.0
7946,Te,Ta,0.507029840362935,"(92.0, 'Te')","(52.0, 'Ta')",40.0
7947,Ta,Te,0.507029840362935,"(52.0, 'Ta')","(92.0, 'Te')",40.0
7948,Te,W,0.5473007339150207,"(92.0, 'Te')","(55.0, 'W')",37.0
7949,W,Te,0.5473007339150207,"(55.0, 'W')","(92.0, 'Te')",37.0
7950,Te,Re,0.5096725091625114,"(92.0, 'Te')","(58.0, 'Re')",34.0
7951,Re,Te,0.5096725091625114,"(58.0, 'Re')","(92.0, 'Te')",34.0
7952,Te,Os,0.5865121259719024,"(92.0, 'Te')","(63.0, 'Os')",29.0
7953,Os,Te,0.5865121259719024,"(63.0, 'Os')","(92.0, 'Te')",29.0
7954,Te,Ir,0.4679645073939791,"(92.0, 'Te')","(66.0, 'Ir')",26.0
7955,Ir,Te,0.4679645073939791,"(66.0, 'Ir')","(92.0, 'Te')",26.0
7956,Te,Pt,0.4828184345382458,"(92.0, 'Te')","(68.0, 'Pt')",24.0
7957,Pt,Te,0.4828184345382458,"(68.0, 'Pt')","(92.0, 'Te')",24.0
7958,Te,Au,0.4813120802332823,"(92.0, 'Te')","(70.0, 'Au')",22.0
7959,Au,Te,0.4813120802332823,"(70.0, 'Au')","(92.0, 'Te')",22.0
7960,Te,Hg,0.42753177047278434,"(92.0, 'Te')","(74.0, 'Hg')",18.0
7961,Hg,Te,0.42753177047278434,"(74.0, 'Hg')","(92.0, 'Te')",18.0
7962,Te,Tl,0.4448018749465661,"(92.0, 'Te')","(78.0, 'Tl')",14.0
7963,Tl,Te,0.4448018749465661,"(78.0, 'Tl')","(92.0, 'Te')",14.0
7964,Te,Pb,0.5500912407484463,"(92.0, 'Te')","(82.0, 'Pb')",10.0
7965,Pb,Te,0.5500912407484463,"(82.0, 'Pb')","(92.0, 'Te')",10.0
7966,Te,Bi,0.6241350123694834,"(92.0, 'Te')","(87.0, 'Bi')",5.0
7967,Bi,Te,0.6241350123694834,"(87.0, 'Bi')","(92.0, 'Te')",5.0
7968,Te,Po,0.5700195410052529,"(92.0, 'Te')","(91.0, 'Po')",1.0
7969,Po,Te,0.5700195410052529,"(91.0, 'Po')","(92.0, 'Te')",1.0
7970,Te,At,0.6168619446761965,"(92.0, 'Te')","(96.0, 'At')",4.0
7971,At,Te,0.6168619446761965,"(96.0, 'At')","(92.0, 'Te')",4.0
7972,Te,Rn,0.25299056879175597,"(92.0, 'Te')","(6.0, 'Rn')",86.0
7973,Rn,Te,0.25299056879175597,"(6.0, 'Rn')","(92.0, 'Te')",86.0
7974,Te,Fr,0.21937120805398835,"(92.0, 'Te')","(7.0, 'Fr')",85.0
7975,Fr,Te,0.21937120805398835,"(7.0, 'Fr')","(92.0, 'Te')",85.0
7976,Te,Ra,0.2576582214787702,"(92.0, 'Te')","(13.0, 'Ra')",79.0
7977,Ra,Te,0.2576582214787702,"(13.0, 'Ra')","(92.0, 'Te')",79.0
7978,Te,Ac,0.06181218328626575,"(92.0, 'Te')","(48.0, 'Ac')",44.0
7979,Ac,Te,0.06181218328626575,"(48.0, 'Ac')","(92.0, 'Te')",44.0
7980,Te,Th,0.34288700748988,"(92.0, 'Te')","(47.0, 'Th')",45.0
7981,Th,Te,0.34288700748988,"(47.0, 'Th')","(92.0, 'Te')",45.0
7982,Te,Pa,0.44565445944141796,"(92.0, 'Te')","(46.0, 'Pa')",46.0
