0,Ac3+,Ag1+,Ag2+,Ag3+,Al3+,Am3+,As3+,As5+,Au1+,Au2+,Au3+,B3+,Ba2+,Be2+,Bi2+,Bi3+,Bi5+,Bk3+,Br1-,Br3+,Br5+,Br7+,C1+,C2+,C3+,C4+,Ca2+,Cd2+,Ce2+,Ce3+,Ce4+,Cf3+,Cl1-,Cl3+,Cl5+,Cl7+,Cm3+,Co1+,Co2+,Co3+,Co4+,Cr2+,Cr3+,Cr4+,Cr5+,Cr6+,Cs1+,Cu1+,Cu2+,Cu3+,Dy2+,Dy3+,Er2+,Er3+,Eu2+,Eu3+,F1-,Fe2+,Fe3+,Fe4+,Fe5+,Fe6+,Ga2+,Ga3+,Gd2+,Gd3+,Ge2+,Ge3+,Ge4+,H1+,Hf4+,Hg1+,Hg2+,Ho2+,Ho3+,I1-,I5+,I7+,In1+,In2+,In3+,Ir3+,Ir4+,Ir5+,Ir6+,K1+,Kr2+,La2+,La3+,Li1+,Lu3+,Mg2+,Mn1+,Mn2+,Mn3+,Mn4+,Mn5+,Mn6+,Mn7+,Mo2+,Mo3+,Mo4+,Mo5+,Mo6+,N1+,N3+,N3-,N5+,Na1+,Nb3+,Nb4+,Nb5+,Nb7+,Nd2+,Nd3+,Ni1+,Ni2+,Ni3+,Ni4+,Np3+,Np4+,Np6+,O2-,Os4+,Os5+,Os6+,Os7+,P1+,P3+,P4+,P5+,Pa4+,Pb2+,Pb4+,Pd2+,Pd3+,Pd4+,Po4+,Pr2+,Pr3+,Pr4+,Pt2+,Pt4+,Pt5+,Pu3+,Pu4+,Pu6+,Rb1+,Re1+,Re3+,Re4+,Re5+,Re6+,Re7+,Rh1+,Rh2+,Rh3+,Rh4+,Rh5+,Ru3+,Ru4+,Ru5+,Ru6+,S2+,S2-,S4+,S5+,S6+,Sb3+,Sb5+,Sc2+,Sc3+,Se2+,Se2-,Se4+,Se6+,Si4+,Sm2+,Sm3+,Sn2+,Sn3+,Sn4+,Sr2+,Ta2+,Ta3+,Ta4+,Ta5+,Tb3+,Tb4+,Tc4+,Tc7+,Te4+,Te6+,Th3+,Th4+,Ti2+,Ti3+,Ti4+,Tl1+,Tl3+,Tm2+,Tm3+,U3+,U4+,U5+,U6+,V2+,V3+,V4+,V5+,W2+,W3+,W4+,W5+,W6+,Xe2+,Xe6+,Y2+,Y3+,Yb2+,Yb3+,Zn2+,Zr2+,Zr3+,Zr4+
Pb2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70255,-0.918696,-0.164437,,-1.22492,,,0.0338434,-1.22509,,-0.38832,,,,,2.60866,,,,-1.22492,,,,,,,,,-1.55346,,,,1.46982,,,,0.987215,0.202504,,0.0338434,,0.470828,,,-0.918696,-1.22492,0.202504,1.22775,-1.55346,0.0338434,2.59592,,,-0.918696,0.657344,,-0.637828,,,,,,0.470828,,-0.918696,0.470828,1.66482,-1.55344,-0.637828,-0.918696,,1.08569,0.0338434,,-0.164437,0.657344,-0.918696,,,,,-0.918696,,,,,0.202504,-0.637828,-1.55329,-0.38832,,,0.202504
Pb4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49954,0.657344,,-0.164437,-0.918696,,-0.637828,0.202504,,1.30611,,,,,-0.637828,,,-1.22492,,,,,,,0.95422,-0.918696,-0.637828,-0.164437,,,,-1.55329,,,,,-0.637828,,1.02047,,,0.9189,,0.0338434,,-0.38832,-0.637828,,1.70023,0.657344,,,-1.22492,-0.38832,-1.55329,0.0338434,-1.55329,,-0.38832,,,-1.22509,-1.22507,0.573047,0.657344,-1.22492,-1.55346,,,,-1.2249,-1.55344,-1.22509,-0.918696,1.05261,-1.22492,,,,-0.38832,,,,,,-0.918696,-0.918696,-0.918696,0.728018,,,0.918795
Pd1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43515,,,,,-0.918696,-0.918696,1.30659,0.202504,,,,,-1.55344,,,,,,-1.55329,,,-0.38832,,-1.55329,-1.22492,-0.637828,-0.918696,,,-1.2249,,,,,0.657344,,0.954413,,,-1.55329,,,,-1.55329,-0.918696,,0.573047,0.202504,,,-1.2249,0.348231,-1.22509,-1.22507,,,-1.55329,-1.22492,,-1.22492,-1.22492,0.348231,-0.164437,-0.918696,,,-1.22507,-1.55329,-1.22492,-0.918696,-1.22492,-0.637828,0.8377,-0.918696,,,,,,-0.164437,,,,-1.55329,-0.637828,-1.22492,-0.164437,,,0.348231
Pd3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22509,,,,,,,,,,,,,,,,,,,-1.22509,-1.22507,,,,,,,,,,,0.470828,,,-1.55346,,,,,-1.55329,,,,,,,-1.55346,,,,,,,,,,-0.38832,-1.55344,,,,,,-1.55329,,,,0.348231,-1.55329,,,,,,,,,,,-1.22492,-1.55329,-1.55346,,,-0.164437
Pd4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76102,0.657344,,,,,1.22761,,,,,,,,0.657344,,,,,,,-1.55329,,,-1.22492,,,,,,,,,,,,,,0.348231,,-0.918696,,,,,0.954413,,,,-0.918696,,,,-0.918696,,0.657344,,,,-1.55329,,-1.22492,,,-1.22492,,,,,,-1.55346,,-1.2249,,,,0.787162,,-1.55329,,,,,,,0.202504,,,-1.22492
Po4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,,,,,-1.22492,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,-1.22492,,,,,,,-1.55329,,,,,,,,,,-1.55344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,-0.637828,,-1.22492,,,,,,,,-1.55329,-0.637828,,,,,,,-1.2249,,,,,,,-1.22509,,-1.55329,,,,,,0.657344,,,,,,,,-1.55329,-0.637828,-1.55329,-1.22492,,,,-1.55329
Pr3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49237,-1.22509,,,,0.573047,,,3.21673,,,,-1.55329,,,,,0.348231,,,,,-0.164437,,,1.19088,,,,,0.202504,,1.8743,,0.348231,2.05765,,-0.918696,-1.55346,3.04225,-0.38832,,-0.637828,2.98235,,,,-0.637828,2.20474,-1.55329,,,0.787162,-1.55329,,0.787162,,0.573047,-0.164437,2.28455,1.38732,-1.55329,1.82387,0.9189,1.38732,-1.55329,,,0.9187,,-0.918696,,,,,-0.38832,,,-1.55329,2.44174,-1.22492,2.31876,0.348231,,,0.470828
Pr4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,,-1.22509,,,,,-1.55329,,,,,,-1.55329,,,-0.38832,,,,-0.918696,-0.918696,,,-1.55329,,,,,0.573047,,0.987166,,,-0.918696,,-1.55329,,-1.55346,-1.22492,,-0.918696,-1.55329,,,-1.55344,-0.164437,-0.918696,-0.38832,,,-1.55346,,,-1.55329,,0.348231,-0.38832,-0.637828,-1.22509,,-1.22507,-1.55329,-1.22492,-0.918696,-1.22492,-1.2249,0.470828,-1.55329,,,,,-1.55329,0.470828,,,,-1.22492,-1.55329,-0.918696,-0.38832,,,0.202504
Pt2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16018,,,,,,,,,,,,,,,,,,,-0.38832,,,,,,,,,,,,,,,,,,,,,-1.22507,,,,,,,,,,,,,,,,-0.38832,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pt4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42747,,,,,-1.22492,,,0.98724,-1.22492,,-1.2249,,,1.84984,0.954413,,,1.11982,0.880801,,,,,,,,1.26674,,-0.38832,,,0.728018,,-1.55329,,-1.22509,,,2.67297,,,-1.22507,0.0338434,0.573047,-0.38832,-1.55346,0.0338434,,1.38725,,,-1.22509,,-0.38832,0.880801,0.0338434,-1.22492,-1.22492,-0.637828,-1.22509,-1.22509,-1.22507,-0.918696,,-0.637828,-0.164437,,,,1.55065,,0.880801,,,,-0.918696,-1.55329,-0.637828,0.728018,,,0.8377
Pu3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888027,,,,,,,,,,,,,,,,,,,,0.728018,,,,,,,,,-0.164437,,,,,-0.38832,,,,,,,,,,,,,,,,0.573047,,,,,,,-0.637828,-0.637828,0.880801,,,,,,,,,,,,,,,0.348231,,-0.918696,,,,-0.637828
Pu4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,-1.55344,,,,-1.22509,-0.918696,,,,-1.55329,,,,,,,0.657344,,,0.202504,,,,-1.55346,-0.918696,,-0.164437,-1.22509,,,-1.55329,-0.637828,-0.918696,-0.918696,,,-1.55346,,,-1.2249,,-0.164437,0.0338434,,-1.22507,,-1.55329,,-1.22492,-0.918696,,-0.918696,0.728018,-1.22509,,,,,-1.55329,,,,,-0.918696,-0.38832,-0.918696,-0.637828,,,0.573047
Pu6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,
Rb1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29474,,,,0.9187,-1.22509,-0.918696,,,1.98502,-1.55346,,,,-0.164437,,,1.89649,,,,0.0338434,0.573047,,2.68989,,1.26666,0.202504,,-0.918696,-0.38832,2.95287,0.880801,,0.8377,4.19766,-1.55329,,,-0.918696,2.66366,,,-0.637828,-1.22492,-1.55329,,1.05266,,2.35396,0.880801,4.66754,2.7729,,1.9174,-1.55346,0.728018,-1.55344,-1.22509,,2.72512,,-1.22492,,,,,1.05262,,,,2.19034,-1.55346,3.2839,0.348231,,,1.08585
Re1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21559,,,,,,,,,,-1.55329,,,,,,,,,,,,,,-0.38832,,-0.637828,,,,,0.573047,,,,-1.55346,,,,-1.55329,,0.202504,,,,,,-0.637828,,,,,,-1.22507,,,,,,,,,-0.38832,,,,,,,,,,,,-1.22492
Re5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81031,1.55073,0.919052,,,2.49233,,,,-0.38832,2.76281,,,,,,,,3.27865,,2.20476,,,,,0.919052,,1.5897,,,-0.918696,,,,,1.15447,2.13706,,,,,0.919052,,,,1.99875,1.19062,2.20483,1.55073,,2.05767,0.9189,,0.95431,1.58969,,2.20474,,,,,,,3.4359,,,,3.01238,,2.30151,2.01151,,,
Re6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,-1.2249,,,0.470828,,,,,0.470828,,,,,,,,1.0852,,0.202504,,,,,-1.22492,,-0.918696,,,,,,,,-1.22492,-0.164437,,,,,-0.637828,,,,-0.164437,-1.22507,0.202504,-0.38832,,-0.637828,-1.22492,,-1.2249,0.202504,,0.348231,,,,,,,1.34677,,,,0.657344,,-0.38832,-0.164437,,,
Re7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84005,,,,,,,,-0.637828,,,,,,,,-0.637828,,-1.55344,,,,,-0.637828,,,,,,0.573047,,,,-1.22492,-1.55346,,,0.470828,,,,-0.637828,,-1.2249,,0.0338434,-1.22509,,,-1.55329,-0.637828,,,,,,-0.637828,,,,,0.98724,,,,,,-0.637828,-0.164437,,,-0.38832
Rh2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22509,-0.918696,,,,,,,,,,,0.470828,,,0.0338434,,,,,-1.55329,,,,,,,-1.55346,,,,,-1.2249,,,,,-0.38832,-1.22509,,,,,,-1.55329,,,,0.348231,-1.55346,,,,,,,,,,,-1.22492,-1.55346,-1.55329,,,-0.164437
Rh3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94499,1.30652,,,,1.19081,,,,,,,,2.13702,,1.11955,,,,,,,0.202504,,,,-1.22492,,,,1.15447,0.787162,,,,,,,,,0.919052,,1.66476,0.0338434,,0.787162,-0.38832,,-0.38832,-0.38832,,1.62812,,,,,,,1.38715,,,,0.470828,,1.15459,0.880801,,-0.918696,
Rh4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98438,-0.164437,,-1.55329,1.05268,,,,,,,,0.728018,,-0.637828,,,,,-1.22492,,-1.22492,,,2.03548,-0.918696,,,,-0.38832,,,,,,-1.22509,,-1.22509,,,0.0338434,-1.22492,,,-0.637828,,-1.22492,,,,,,,,,,,0.470828,,,,0.202504,,-1.22509,0.919052,,,0.880801
Rh5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,0.0338434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22492,,,
Ru3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.856865,-0.637828,,,,,,,,,,,0.954413,,,0.202504,,,,,-1.22509,,,-1.55329,,,,-1.22492,,,,,,,,,,0.470828,-1.22492,,,,,,-1.22492,,,,-1.2249,,,,-1.55344,,,,,,,,,,-1.22509,,,0.202504
Ru4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07153,0.202504,,,-1.55346,,,,,0.348231,,1.22818,,,-1.55329,,0.0338434,,-1.55329,-0.918696,,2.0903,-0.918696,,0.0338434,-1.22492,1.15447,,-0.918696,-1.55329,,0.202504,-1.55329,,-1.55346,,-0.164437,2.28438,,,,-1.2249,,-1.22509,-1.22509,-0.38832,-1.22492,0.8377,1.05274,,,,-0.637828,-1.55329,-0.164437,,,,-0.637828,-0.38832,-0.918696,-0.164437,,,1.08568
Ru5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62095,,,,,,,,2.35383,,1.3467,,,,,0.202504,,0.787162,,,1.22795,0.348231,,-1.55346,,1.66482,0.880801,-0.637828,,,-1.55344,0.573047,,,,0.8377,1.26641,0.954121,-0.164437,,1.42858,-0.164437,,-0.918696,0.954413,,0.657344,-0.918696,,,,,,2.76779,,,,2.02394,,1.30659,1.30648,,,-0.637828
Ru6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22509,,,,,,,,-1.55329,-1.22492,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.637828,,,
Ru7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,-0.637828,,,,,,,,-1.22509,,,,-1.55329,,,,-1.55329,-1.55329,,,,-1.55346,,,,,,-1.22492,,,,,-0.637828,,,,-1.55329,,-1.55344,-0.918696,,,-1.22507
S2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.496009,,,,,,,,,-1.55329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42126,,,,0.657344,,,,,6.43564,,,,-0.388934,1.05252,-0.164122,,-1.22509,1.0202,,,-1.55329,-0.918696,-1.22492,-1.55346,,,,,,1.3467,,-1.55344,-1.22509,,,,0.348231,,1.96964,,,-1.22492,-0.637828,-1.55346,,,,,,,,,,1.58971,0.657344,0.573047,,,,0.573047
S4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33513,,,,,,,,,0.657344,,,,,,,,,,,,,,,,,0.348231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0106,,,,,,,,2.44179,0.880801,,,,,,,,,,,,,,,,-0.918696,,,,,-1.55344,,,,,,,,,,,,-0.637828,,,,,0.470703,,,,,,,1.05261,,,
Sb3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13025,-0.164122,,,,-0.637828,,,,,,-1.55346,,,-0.918696,,,,,,,,,,,,,,-1.55344,,0.470703,,,,,,,,,,,,,-1.55329,,,,,,,,,,,,,
Sb5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70253,,0.880801,,,,,-0.918696,,-1.22492,,,1.26669,-1.55329,,,,2.1014,0.88048,,,,-1.55329,-1.22492,,,,1.02047,1.51038,1.08566,-1.55329,,0.728018,0.470703,,-1.55329,-0.164122,,-0.388934,-1.22492,-0.164122,,,,-1.55329,1.73427,,,,0.880801,,1.05262,0.0339882,,,
Sc2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55346,,,,,,,,,,-0.918696,,-1.55346,,,,,,,,,-0.637828,,-1.22509,,,,,,,,,,,,,,,,
Sc3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50799,,,0.202504,,0.470703,,1.6648,-0.388934,,-0.918696,0.787162,-1.2249,,,0.787162,1.79577,-1.22507,,,-1.22492,0.657344,,-0.388934,,1.66479,0.657344,1.38725,0.8377,-1.55329,1.55031,-0.637828,0.657344,-0.637828,0.348231,,2.25132,-1.55329,0.918795,,,,,2.16266,,,-1.22492,2.56887,-0.637828,1.99875,1.3067,,-0.637828,0.8377
